N_SNPS,N_TARGET_SNPS,MAX_MAG_BKGRD,MEDIAN_MAG_BKGRD,AVE_MAG_BKGRD,BETA_WILCOX_PVAL,VAR_BKGRD,SUM_BKGRD,MAX_MAG_TARGET,MEDIAN_MAG_TARGET,AVE_MAG_TARGET,VAR_TARGET,SUM_TARGET,SUM_RATIO_TARGET_BKGRD,SENSITIVITY_METRIC
0.0072162318928996145,0.005854516048416219,0.37201530928706916,0.8446820556786316,0.9568120013928456,0.24255118286011593,0.9697854973884834,0.0041215039215746685,0.05151725442588511,0.795012400791895,0.46719487479413413,0.31366147676490175,0.002518488588303332,0.09862782243431334,PEARSON_CORR
0.027482457843554846,0.021922873302713287,0.31366151938959524,0.545865437396313,0.4276840780556389,0.23560893885193976,0.6118109233692104,0.00804581212603503,0.06304834727508839,0.3657316411481717,0.23887712392634433,0.25251206115084635,0.008322224930983575,0.2086395661322622,SPEARMAN_RHO
0.7535700798709629,0.5264438721746771,0.041295207803108774,0.833006087629816,0.43134962957779954,0.32455744843635725,0.15898894488173884,0.11739600109345522,0.7177757354528136,0.5566252082570492,0.7582296217941453,0.7606175008614515,0.7585562935627213,0.01661343549182424,COSINE_SIM
1.4384209387446295e-4,4.59750019541203e-6,0.6581938126006692,0.2747383834760871,0.22199014383616752,0.48535568116828487,0.0867974851977484,3.925686296450991e-4,0.023386177010490956,0.3176898088328892,0.9727403988339604,0.8076489334950201,3.6393008973698767e-8,0.00103767617625226,TOP10PCT_PREV
0.281359787140574,0.9505889505161551,0.7134427613151515,0.3808522971201064,0.43976852038576,0.35706689779433987,0.9015268615273604,0.6786729233663142,0.15198039102710278,0.47256487866076136,0.2620131417928742,0.23695520886139032,0.31076284968315293,0.2766664037597004,TOP1PCT_PREV
1.6241418648786524e-4,5.117556006377011e-6,0.668292120091426,0.3003793573938522,0.23870823294935634,0.47493416599574834,0.09269041900795602,4.382671909226368e-4,0.0264841319253395,0.3327373120772298,0.9764849518321381,0.7931032162679766,4.494208491697917e-8,0.0011591313589569597,TOP10PCT_OR
0.28019113255970174,0.9476479650959735,0.7147383254080243,0.3829035234577679,0.4419423945797556,0.35822380673501575,0.9005442284840917,0.6730404961445521,0.15678243576302708,0.4753184459008688,0.264598827508088,0.23940748574463633,0.3154315684467469,0.2781150112704209,TOP1PCT_OR
0.2125723866651138,0.9145642591362199,0.4525474106954619,0.4107355935354504,0.6445844657415718,0.21853837138852095,0.641192375223401,0.10562168860146556,0.41216073529260777,0.9233294562057763,0.7246615167026524,0.745586804386341,0.9548158800423265,0.2893298596939902,PERCENTILE_AVE_PREV_SLOPE
0.11527691037429796,0.37640677247583043,0.4112085687382516,0.8125357472823124,0.9734998442228437,0.43402825487069663,0.50485514268934,0.11228099011341022,0.9501736766061706,0.6531276664374257,0.8450947522729931,0.6096467789667288,0.45605031057814904,0.9463346118760361,PERCENTILE_AVE_PREV_SPEARMAN
0.5894600983265139,0.7174803353577419,0.687250807801898,0.019853899715630993,0.05103368240242595,0.44738182283606587,0.6314987704103432,0.11878183180326218,0.804172348786975,0.298623356183975,0.15797421626269273,0.20102252067394574,0.8531771006194615,0.08588714266041483,PERCENTILE_AVE_PHENO_SLOPE
0.645061469195027,0.8835233613076933,0.66454495245055,0.2616643793451642,0.4244873531449951,0.9968279358030578,0.5430392375589337,0.5566411653264772,0.9993813204463913,0.5869353674265451,0.4118333019418645,0.35491680080904153,0.9631435781587285,0.7776875487308655,PERCENTILE_AVE_PHENO_SPEARMAN
