PHENOTYPE,N_SNPS,N_TARGET_SNPS,MAX_MAG_BKGRD,MEDIAN_MAG_BKGRD,AVE_MAG_BKGRD,BETA_WILCOX_PVAL,VAR_BKGRD,SUM_BKGRD,MAX_MAG_TARGET,MEDIAN_MAG_TARGET,AVE_MAG_TARGET,VAR_TARGET,SUM_TARGET,SUM_RATIO_TARGET_BKGRD
Arm_predicted_mass_left,503,26,0.109925994446511,0.0133156852758544,0.016155504455675967,0.9838792420447405,3.6150820817535854e-4,7.706175625357435,0.0328812691782614,0.010561765951791001,0.014209117801252955,2.655054338212109e-4,0.3694370628325768,0.047940389733259064
Arm_predicted_mass_right,555,28,0.110872687493087,0.0130037107553623,0.015943361158054725,0.9998870131693428,3.5055683469799754e-4,8.40215133029484,0.030253268033707,0.009489127447868301,0.01204290218087371,1.8412273145680083e-4,0.33720126106446385,0.040132728846319306
Aspartate_aminotransferase,189,14,0.15954759186967,0.0246617539502009,0.03514753021701745,0.9978201511710229,0.0018929622308840998,6.150817787978054,0.0637174931452605,0.0168275056128586,0.022039743480373464,6.558637639350974e-4,0.3085564087252285,0.05016510313934362
Basal_metabolic_rate,774,51,0.118727909277205,0.013244811788125,0.01630387275825888,0.9998748421803499,3.728660512797525e-4,11.78770000422117,0.0361723714756808,0.00957157656847411,0.014431194455893054,2.8350383618647667e-4,0.7359909172505458,0.06243719444734662
Birth_weight,131,8,0.0975102667765155,0.0244440390977727,0.02990958477870316,0.8685958682158897,0.0011690308492830666,3.6788789277804885,0.0636277876616802,0.01988212662060595,0.029857882953247875,8.549553691642869e-4,0.238863063625983,0.0649282208833363
Body_fat_percentage,139,10,0.0733161631369372,0.0154290526370391,0.01808624919355058,0.999974079245669,4.1374269114412656e-4,2.333126145968025,0.0238418993083702,0.009738745799005674,0.011233629794698706,1.2742991702089214e-4,0.11233629794698706,0.04814840300903585
Body_mass_index_BMI,308,13,0.210298526052372,0.0174597307182342,0.021215592928633436,0.9960967557843791,6.807938307694724e-4,6.258599913946863,0.0368615916157947,0.0145183905238735,0.016990829146072084,3.719547875594002e-4,0.2208807788989371,0.035292362818514625
Calcium,272,15,0.207184440983386,0.0217322523384088,0.03153962344425894,0.9924765842380651,0.0016492995510106754,8.105683225174547,0.0678714283109491,0.0175808260463728,0.022266209702916213,7.165059478112313e-4,0.3339931455437432,0.04120481102770347
Cholesterol,384,14,0.421857965193158,0.029090541708422048,0.047957612649537004,0.9999983374114952,0.00550286232168346,17.74431668032869,0.0454370527725973,0.0137472222266195,0.017401505597322592,4.0620783658981116e-4,0.24362107836251629,0.013729527191801871
C_reactive_protein,238,9,0.216982450624473,0.0223759627688036,0.03792141556714478,0.9991669200929172,0.0026611187536043036,8.684004164876155,0.0735477340461488,0.0134814361192939,0.021952683337651966,9.62754131378219e-4,0.1975741500388677,0.02275150337191085
Creatinine,297,18,0.146670725667743,0.0199379831319596,0.02676943209857123,0.9992813542161676,0.001039811120161009,7.468671555501373,0.0249624569194537,0.01464646851661315,0.016547452001299746,2.983528442422331e-4,0.2978541360233954,0.039880470550883715
Cystatin_C,290,11,0.623662909084188,0.0233917112268988,0.03603900654144868,0.9879128322714448,0.004225232923864562,10.054882825064183,0.0472389557450074,0.0180845786153232,0.0208769486881906,5.931791795604795e-4,0.2296464355700966,0.02283929505350856
Diastolic_blood_pressure_automated_reading,297,18,0.0820148046041491,0.0196757267088833,0.024304465678588395,0.6577558213972626,7.423730647685228e-4,6.780945924326162,0.0440680156598529,0.02113654795189705,0.022115080402416654,5.920744651550625e-4,0.3980714472434998,0.058704412582829595
Eosinophill_count,579,38,0.178916723635998,0.0234203013248916,0.030552199421835728,0.9999987522975528,0.0012996464957393708,16.528739887213128,0.0579383185059116,0.0151898986784761,0.021748747522728883,6.537324964413616e-4,0.8264524058636976,0.05000093240641128
Forced_expiratory_volume_in_1_second_FEV1,456,39,0.0870024562777739,0.0146263355704644,0.018092105964092896,0.5040553165988345,4.379232814615148e-4,7.544408187026738,0.0573456391312927,0.017809401642931,0.020836721239990367,5.912643824177193e-4,0.8126321283596243,0.10771317089616327
Forced_vital_capacity_FVC,346,16,0.106447443832448,0.015250091922338251,0.019157945238564438,0.9814422335095231,5.029750197822938e-4,6.322121928726265,0.0425482035201653,0.012467458158851748,0.01697881050834945,4.301310022570616e-4,0.2716609681335912,0.04296990333249132
Gamma_glutamyltransferase,273,8,0.275130967835782,0.0247153450452155,0.03487519451487328,0.9020105114725491,0.0020462422100588798,9.24192654644142,0.0579792203955191,0.021330973933119397,0.025878080777220674,0.0010349619141695114,0.2070246462177654,0.022400594202675168
Glycated_haemoglobin_HbA1c,402,21,0.224231049765561,0.0242295990185102,0.03409649185036299,0.9413806496238173,0.0019326364220365148,12.990763394988297,0.0723512377999088,0.0218872982244977,0.027146663985312524,0.0010620624409556614,0.570079943691563,0.04388348292999424
Haematocrit_percentage,318,15,0.266885152723538,0.0179743265880408,0.025148484415705667,0.9805683413321906,0.0012883671611629165,7.619990777958817,0.0343909099783018,0.0137137724381901,0.017645169933166255,4.0721558917250646e-4,0.2646775489974938,0.034734628519904
Haemoglobin_concentration,366,22,0.154524941256475,0.01702283521725315,0.022684791399987775,0.9916554509077207,8.253364664523208e-4,7.803568241595794,0.029139592410963,0.014230962260127149,0.01590662189798586,2.832049178641592e-4,0.34994568175568885,0.04484431620529105
HDL_cholesterol,273,9,0.285932309964897,0.02518810944346185,0.03969890677183068,0.9263300510745005,0.0031205506551270695,10.4805113877633,0.0402528190730419,0.0211064827542539,0.022881238682065232,6.033365283205126e-4,0.2059311481385871,0.019648959914210437
Heel_bone_mineral_density_BMD_left,224,12,0.340245899825858,0.03618908632889835,0.045688078823490665,0.9231034222889125,0.0031768424312062092,9.685872710580021,0.076725521625588,0.0305835482310852,0.036467466130931506,0.00172551469582608,0.4376095935711781,0.045180192497591955
Heel_bone_mineral_density_BMD,458,33,0.299180311763684,0.0273580410775729,0.037562114338567744,0.9996947886201355,0.0021656626699121818,15.963898593891292,0.115003508079722,0.0208321471688348,0.029048937543040818,0.0012564957811811057,0.958614938920347,0.060048924345282945
Heel_bone_mineral_density_BMD_right,137,7,0.307269135223799,0.0403592041962839,0.05385169976990286,0.9990442851493873,0.004406270438038974,7.000720970087372,0.0695523408201997,0.0229722797107356,0.030612112833239145,0.001271019133168037,0.21428478983267402,0.030608960241133517
Heel_bone_mineral_density_BMD_T_score_automated_left,214,10,0.340853015061479,0.036652183356884804,0.04644171573699784,0.968521769038981,0.003286353732002034,9.47411001034756,0.0792437184905126,0.02751906192374615,0.03519032582574607,0.001447493949434931,0.3519032582574607,0.037143674484792166
Heel_bone_mineral_density_BMD_T_score_automated,463,36,0.300246578464082,0.0273604416396835,0.037513494210893505,0.9998189845700998,0.0021811383640780078,16.018262028051527,0.115248717439683,0.02147270100721315,0.028826775136665265,0.001203825011162399,1.0377639049199494,0.06478629848248173
Heel_bone_mineral_density_BMD_T_score_automated_right,126,5,0.307548554809047,0.0416606254310553,0.055634785219226476,0.9998478884028179,0.00462265821719079,6.731809011526404,0.0278157960939079,0.0219300384793373,0.023097721282639542,6.610839158303296e-4,0.1154886064131977,0.0171556570032594
Heel_Broadband_ultrasound_attenuation_direct_entry,404,33,0.227757971456154,0.0273960173798568,0.036215029971448924,0.995268634275695,0.0019249845906341124,13.435776119407551,0.0802921162828908,0.0221920511721006,0.031458878359206625,0.0014223998482138318,1.0381429858538187,0.07726706493376696
Heel_broadband_ultrasound_attenuation_left,90,5,0.284707804412476,0.0441801821131003,0.05770305760619275,0.9964811008460951,0.004902882343945037,4.904759896526383,0.045287807335699,0.0238490883603954,0.02853186310608532,6.064778311259424e-4,0.1426593155304266,0.02908589177453107
Heel_broadband_ultrasound_attenuation_right,172,12,0.260411693866665,0.0361895463774288,0.04850063333733399,0.7524443006510914,0.003557368831532255,7.760101333973438,0.112857708959183,0.032406357445603703,0.04902668971662476,0.003647208249118741,0.5883202765994971,0.07581347862351392
Heel_quantitative_ultrasound_index_QUI_direct_entry_left,214,10,0.340856203541436,0.036654540254346654,0.04644199946141052,0.968521769038981,0.0032863939947255184,9.474167890127745,0.0792454028789691,0.0275199315176551,0.03519042527491018,0.0014475068637782645,0.3519042527491018,0.03714355253465504
Heel_quantitative_ultrasound_index_QUI_direct_entry,463,36,0.300250594004665,0.0273572757288788,0.03751373174948119,0.9998189845700998,0.0021811642631039676,16.018363457028467,0.115249410153651,0.021468012520495253,0.02882704216602782,0.0012038628742898944,1.0377735179770016,0.06478648838010052
Heel_quantitative_ultrasound_index_QUI_direct_entry_right,126,5,0.307540140524349,0.0416570069325887,0.055633759684550955,0.9998478884028179,0.0046224614649242384,6.731684921830666,0.0278177771809782,0.021931127466174,0.02309826634354184,6.611255169561485e-4,0.1154913317177092,0.017156378092381307
High_light_scatter_reticulocyte_count,412,23,0.188716202767644,0.0255385739313303,0.03561374426465184,0.9991987807047615,0.0019823131792722523,13.853746518949565,0.0635521024359438,0.0144892635281789,0.025072449146642754,8.754843573147393e-4,0.5766663303727833,0.041625298224130344
High_light_scatter_reticulocyte_percentage,365,16,0.186498801138712,0.0276284394652642,0.03715833678236866,0.9600024143956494,0.0021607103330881857,12.968259537046663,0.0632134413743186,0.02158061423038635,0.02737322076250348,0.0010342046433121325,0.4379715322000557,0.033772576107757135
Hip_circumference,302,20,0.09962274322761,0.0194083746662145,0.02423438395204595,0.9755923810367717,7.797703571945191e-4,6.834096274476958,0.0542887248206726,0.0159189759562858,0.021695400364317254,6.382938169580716e-4,0.4339080072863451,0.0634916439364258
IGF_1,571,36,0.272766336893564,0.0215954701385776,0.030261153062937522,0.9997915755688925,0.0014850822458469545,16.189716888671576,0.0540503540392103,0.016975036843751852,0.020977466466412596,5.278407704378867e-4,0.7551887927908535,0.04664620128837963
Immature_reticulocyte_fraction,364,21,0.262099074884905,0.0237196123759131,0.033534196462409634,0.9998993494539054,0.0018813948990415907,11.502229386606503,0.103585354459525,0.0151441923090278,0.02291611241693786,9.878620945376563e-4,0.4812383607556951,0.0418387031401114
Impedance_of_arm_left,738,56,0.088192238052942,0.01273112298841725,0.01576294101960522,0.9676691049244447,3.278868946605913e-4,10.750325775370758,0.0425215769294815,0.0109805414777894,0.015760746948732782,3.275459014620138e-4,0.882601829129036,0.08210000771800767
Impedance_of_arm_right,479,37,0.0887655816685983,0.0140483983075658,0.017235332626276637,0.9898656339515004,4.0492011592183346e-4,7.618017020814274,0.039149429948004,0.0114040759632632,0.015368296894773913,2.750625585427529e-4,0.5686269851066348,0.0746423883739046
Impedance_of_leg_left,661,61,0.0933757503604679,0.01687980679650755,0.02109852884722796,0.9999974075187538,5.8858730765729e-4,12.659117308336775,0.054455399762411,0.0133957247713365,0.018536584336308115,4.8152924807258105e-4,1.130731644514795,0.08932152352914383
Impedance_of_leg_right,704,73,0.124436759699615,0.0168396005071223,0.02105668478521716,0.9950752833049502,5.9516776001182e-4,13.28676809947203,0.0653552058504449,0.0146542512456232,0.020417233172981407,5.739802872230437e-4,1.4904580216276426,0.1121761146479909
Impedance_of_whole_body,529,43,0.133135994891029,0.0151165732479777,0.01877380831506789,0.997975942661106,4.8413782014302564e-4,9.124070841122995,0.0469889530249376,0.0125192371842359,0.016748968141287214,3.7882879020749297e-4,0.7202056300753501,0.07893468196556734
LDL_direct,380,15,0.820398088770616,0.0261543956752032,0.0477261127368388,0.9879198669985025,0.007712022620042129,17.420031148946162,0.0735025679604273,0.021598500337367,0.026439025650853258,0.001042086082179557,0.39658538476279886,0.02276605485787496
Leg_fat_free_mass_left,756,48,0.10850900874025,0.012481066766966451,0.015356268506917408,0.9999673813470976,3.2838836469326705e-4,10.872238102897525,0.0367736146067925,0.00957801570367408,0.013016544850288666,2.2686384666484926e-4,0.624794152813856,0.05746693062648657
Leg_fat_free_mass_right,863,67,0.10843850772789,0.01217426621842135,0.015226332914046245,0.9983518221350788,3.203408272814256e-4,12.120160999580811,0.0375694695824323,0.0101146839218809,0.014516660860517483,2.8979736361239475e-4,0.9726162776546714,0.08024780179803803
Leg_fat_mass_left,438,27,0.0840459796687152,0.0128706589938124,0.01551515161674975,0.9999386119278516,3.0554375199500817e-4,6.376727314484147,0.030049654329508,0.0105944562776979,0.012549960800339457,1.8680123008333292e-4,0.33884894160916534,0.05313837724242987
Leg_fat_mass_right,410,24,0.0848351917350393,0.0131199989085049,0.015844534609813013,0.9997447058691264,3.20957137824807e-4,6.115990359387823,0.0306335847528342,0.010704257396798901,0.01356977688691518,2.2907010561440397e-4,0.32567464528596435,0.053249698928329016
Leg_fat_percentage_left,226,9,0.0558987267308934,0.0106234591710076,0.01225245733756243,0.8294741402994088,1.832629143793858e-4,2.6587832422510473,0.0296541900818394,0.00867445707016303,0.012581449376283345,1.931115561011911e-4,0.1132330443865501,0.042588294745938685
Leg_fat_percentage_right,325,21,0.0539841058097437,0.01016183507760025,0.011843719660891535,0.9999155650842597,1.7151186804797866e-4,3.6004907769110264,0.0193360161443037,0.00816789076030001,0.009752956408271956,1.1179589781886469e-4,0.20481208457371108,0.056884490827504845
Leg_predicted_mass_left,810,51,0.107789869175742,0.0121504972750517,0.014950744619121365,0.9876132991976361,3.110855973549489e-4,11.347615165913117,0.037507575508176,0.010294370424308,0.014175396644661352,2.7211258533972756e-4,0.7229452288777289,0.06370900125775944
Leg_predicted_mass_right,846,63,0.107317583136707,0.0121465237164226,0.01527701881578243,0.998970281913841,3.2253845165823163e-4,11.961905732757641,0.0381627670024604,0.0103224548169256,0.014147187806781421,2.718754067218653e-4,0.8912728318272296,0.07450926731402688
Mean_corpuscular_haemoglobin_concentration,119,5,0.151828384767269,0.0239719552323806,0.030077032104725697,0.9556245727206786,0.0012454644097420321,3.4287816599387297,0.0409376927560258,0.0160340144443245,0.0199874849196684,5.572957098616477e-4,0.099937424598342,0.029146628309989216
Mean_corpuscular_haemoglobin,372,9,0.320325644326503,0.0301728493305239,0.04249178928729347,0.999023434112081,0.0030623525561697777,15.42451951128753,0.0419139675887025,0.0182958685398347,0.020211007170220757,5.441493983861351e-4,0.18189906453198681,0.01179285127156633
Mean_corpuscular_volume,586,17,0.277083855982214,0.0265860716779125,0.03735511028761201,0.9979267965383505,0.0024091307515798402,21.255057753651233,0.054513325735625603,0.0169919961660529,0.022951721907862658,6.251845864155525e-4,0.3901792724336652,0.018357008339186444
Mean_sphered_cell_volume,704,29,0.468039705560499,0.0223374502414051,0.03188880048250987,0.9999826547655143,0.0018751687979330655,21.52494032569416,0.0527295378847685,0.014630625349671,0.019844401523221804,4.739389315074834e-4,0.5754876441734323,0.026735853176163143
Mean_time_to_correctly_identify_matches,95,5,0.0621888586205084,0.01488961021194035,0.017499378758909723,0.8958643845421094,3.715478288692737e-4,1.574944088301875,0.0239305168175001,0.0131316163464333,0.01528634349743902,3.1784530861019375e-4,0.0764317174871951,0.0485297973781436
Monocyte_count,367,14,0.523813136261492,0.0248414730685616,0.035619825600640996,0.9999767635894652,0.002863149425626768,12.573798437026273,0.03166256757541,0.01598500189907735,0.0177758180985109,3.586373267736502e-4,0.2488614533791526,0.01979206638515265
Neutrophill_count,462,30,0.16886092094912,0.02138067622609465,0.027058682502080614,0.9999999191637013,0.0010729887168299615,11.689350840898825,0.026088215581883602,0.0135514388002948,0.016131171323902044,2.9092186297408214e-4,0.4839351397170613,0.04139965908319424
Phosphate,245,12,0.192075677321289,0.0208361922409939,0.03205162806827068,0.6410632214320499,0.0019377342288117655,7.468029339907068,0.0565488888755756,0.0230341967224101,0.029361701868225083,0.0011185965702629353,0.352340422418701,0.047179839068908304
Platelet_count,792,53,0.320493155380094,0.0239069952104047,0.033963915281042784,0.9999160624322629,0.0019354181077646043,25.099333392690617,0.0639844535771899,0.0181177772914075,0.024880202605135775,8.357809201770597e-4,1.318650738072196,0.05253728126724716
Platelet_crit,434,25,0.177668935199222,0.0266136632244912,0.03591992547079782,0.9895848199311287,0.002003231905645198,14.69124951755631,0.0474145244695333,0.0200267346355559,0.025504029459323722,8.134543283591869e-4,0.6376007364830931,0.043400034539005594
Pulse_rate_automated_reading,103,6,0.102181918891558,0.0288722259924942,0.0351926094271978,0.8624129756921219,0.0016300837688638945,3.4136831144381867,0.0610513725475459,0.02364570048268995,0.028053303955100785,9.579010138362e-4,0.1683198237306047,0.049307395586513376
Red_blood_cell_erythrocyte_count,394,13,0.146136643199675,0.021197015198181,0.027834399766669918,0.9963964864829293,0.0011562705484457667,10.604906311101239,0.0578318594312852,0.0125088186811585,0.020013776666749562,6.480106803544322e-4,0.2601790966677443,0.024533842076038734
Red_blood_cell_erythrocyte_distribution_width,453,13,0.21397558796918,0.025523277875378197,0.03466160766065906,0.5525879537760008,0.0019697042756082256,15.251107370689986,0.053377472855078,0.0275798320346238,0.030346659690601692,0.0010278123624676886,0.394506575977822,0.025867405322710927
Reticulocyte_count,399,28,0.234188638080827,0.0243760334059305,0.034799979052614775,0.9999845052154149,0.0018944357678183663,12.910792228520082,0.0636412160069086,0.015229983306205449,0.024654750301176406,8.392271837217438e-4,0.6903330084329394,0.053469453788280025
Reticulocyte_percentage,370,19,0.231594522509519,0.0255382310644762,0.036821617963872975,0.8611998778133864,0.0021206590083153176,12.924387905319414,0.0686770981434391,0.0231608867359992,0.029132506781948207,0.0011141230912330752,0.5535176288570159,0.042827376655044484
SHBG,461,28,0.285729371986597,0.0203083810959562,0.029648119277933777,0.9774923903432056,0.001685486665376498,12.837635647345325,0.0727459404822289,0.0164521525319355,0.024193492799683903,8.728800634932065e-4,0.6774177983911494,0.052768112213188695
Sitting_height,863,44,0.169451454472128,0.0181114911854718,0.023034636959505656,0.9999999832304693,7.576019149099346e-4,18.86536766983513,0.0413906502633531,0.0115554753849498,0.015313617631456541,2.992449265040625e-4,0.6737991757840879,0.035716196343284753
Speed_of_sound_through_heel_left,180,6,0.354519462501125,0.03761090585348475,0.04871761374088174,0.9890204052574907,0.0036166633776328733,8.476864790913423,0.0472885429260721,0.0273298996001217,0.0296607857992573,9.753774747507273e-4,0.1779647147955438,0.020994166969173427
Speed_of_sound_through_heel,483,39,0.323547556332864,0.0274050804620422,0.03697380542377509,0.9999988478503982,0.0021201313816617664,16.416369608156142,0.115499268390879,0.0205184543823448,0.02542878584383186,9.482246014581022e-4,0.9917226479094425,0.060410594521259145
Speed_of_sound_through_heel_right,132,7,0.32488925793928,0.0402814168176924,0.05437486295532488,0.9677081220231805,0.0044826729998810886,6.79685786941561,0.0967494510416655,0.0249270091284199,0.0417007619941066,0.0029021369217759026,0.2919053339587462,0.04294709990512779
Standing_height,1406,67,0.142728619032079,0.0175002251203794,0.022803300476734244,0.9999928676173657,7.845978752866669e-4,30.533619338347155,0.0494295765405058,0.0123552471591234,0.017348210104476673,4.0868178724379396e-4,1.1623300769999372,0.03806722236627112
Systolic_blood_pressure_automated_reading,340,23,0.0738538182369867,0.0178747034532549,0.021267549164383663,0.9999656683611858,5.609577168383641e-4,6.741813085109621,0.0453067441708039,0.0130801251615089,0.01728608896052957,3.577081450098701e-4,0.3975800460921801,0.05897227364109213
Total_bilirubin,150,6,0.753916592212117,0.0217633345184043,0.04395612849877682,0.8487268498766503,0.008113092199822433,6.329682503823862,0.0572486135993337,0.02062973462276405,0.025595440372629667,0.0010923673385347349,0.153572642235778,0.024262297855066554
Total_protein,230,19,0.260997944882914,0.0257907176221125,0.03642970807645723,0.9999951562690709,0.0022489056196023332,7.686668404132474,0.0646582465074748,0.016482223217483,0.021039785337812443,6.267280457846028e-4,0.3997559214184364,0.052006396061461596
Triglycerides,235,10,0.255704377870225,0.0248836241739522,0.03833785919995305,0.9730523303536772,0.0028687845066926974,8.626018319989436,0.0514022274383552,0.0176377054228759,0.02350775269555391,6.722421783979771e-4,0.2350775269555391,0.027252147889691356
Trunk_fat_free_mass,545,32,0.130650832950843,0.0141044971511785,0.01753502159311105,0.9999955556810691,4.416365687256252e-4,8.99546607726597,0.0324313659902095,0.009840759659217225,0.012768341227321695,2.1343635717803786e-4,0.40858691927429425,0.04542142850239927
Trunk_fat_mass,310,19,0.216269082711783,0.0194890295679902,0.02368408096951369,0.9955769679777521,8.173676004020825e-4,6.892067562128484,0.0417512720542045,0.0160117748629778,0.018581425533664226,3.9948357842596783e-4,0.3530470851396203,0.051225134106286735
Trunk_fat_percentage,146,12,0.0835972530279229,0.0202408852955385,0.023041708163933486,0.9999955535858777,6.580909660615216e-4,3.0875888939670872,0.0286076102889208,0.0120926960681492,0.013600105903891591,2.1461436866871748e-4,0.1632012708466991,0.05285718936403157
Trunk_predicted_mass,545,33,0.129566141667297,0.01407414662970455,0.0174134277345956,0.9999996840681309,4.355779733352963e-4,8.915675000112946,0.0319215158282637,0.00950372940509589,0.012016111416000544,1.7137201104275903e-4,0.396531676728018,0.0444757886220611
Urate,368,16,0.344983422155864,0.0184735253384627,0.02982680590346464,0.9997672904621053,0.0023019010899781004,10.499035678019553,0.0256053706967295,0.01289880418643365,0.01530910904927015,2.6440916725383845e-4,0.2449457447883224,0.023330308830279815
Urea,182,13,0.135608167638823,0.0222987131980706,0.02967619188750213,0.9964633763471017,0.0012811514446740492,5.0152764289878595,0.043166144793427,0.017774265412015,0.019519550385310447,4.709968032566335e-4,0.2537541550090358,0.050596245013008447
Waist_circumference,199,13,0.166281996402805,0.0153908585475918,0.0193317299060191,0.7469782289541307,5.865995694275093e-4,3.5957017625195524,0.049536734989037,0.015050724387481,0.0212728563601439,6.866887334934592e-4,0.2765471326818707,0.07691047560298514
Weight,432,32,0.185029408332811,0.016788921982954,0.021068334234139972,0.8402357254142703,6.508223689701166e-4,8.42733369365599,0.0509942164918611,0.01581913368238445,0.021099117069311765,5.9749458755022e-4,0.6751717462179765,0.08011688758999051
White_blood_cell_leukocyte_count,564,44,0.164871823892739,0.020251776018018898,0.02618269597342586,0.9999999916232158,9.772962327210214e-4,13.615001906181446,0.0657225626428104,0.01450568405410645,0.01874351224545653,4.820602128522944e-4,0.8247145388000873,0.06057395691040283
Whole_body_fat_free_mass,697,42,0.117702360003305,0.0133167635717234,0.016385813317910693,0.9983816949948617,3.7847875667454807e-4,10.732707723231504,0.0319663235925647,0.01092659705595415,0.013673804630510548,2.282403990040932e-4,0.574299794481443,0.053509310911201015
Whole_body_fat_mass,421,27,0.213603202900575,0.01678591384366585,0.020813238064589415,0.9483675566021637,6.360051478972254e-4,8.20041579744823,0.0445133601512283,0.016063607274517,0.01843944728318628,4.2734408706223136e-4,0.49786507664602964,0.06071217471691535
Whole_body_water_mass,684,43,0.117545847014731,0.0135870124596787,0.016630490571443373,0.9996691279625576,3.904673525719194e-4,10.660144456295201,0.0321403972839986,0.0104937645536803,0.013588102890505131,2.389346844780483e-4,0.5842884242917207,0.054810554086504634
