PHENO,PC1_COSSIM,PC1_ABS_COSSIM,PC1_PEARSON,PC1_ABS_PEARSON,PC1_SPEARMAN,PC1_ABS_SPEARMAN,PC1_COSSIM_ABS_RANK,PC1_PEARSON_ABS_RANK,PC1_SPEARMAN_ABS_RANK,EVENNESS_COSSIM,EVENNESS_PEARSON,EVENNESS_SPEARMAN,R2_PHENO_PCS,ADJ_R2_PHENO_PCS,LinearModel_NUM_SIG_VARS
Gamma_glutamyltransferase,0.0016061467732333475,0.0016061467732333475,-0.014726364591599702,0.014726364591599702,-0.013864941185874785,0.013864941185874785,15,36,34,3.101145078474587,3.1138653554809728,3.123516129689177,0.002368661139953303,0.0022235885821249024,8
Glucose,-0.0013565664248539396,0.0013565664248539396,0.00358554905071541,0.00358554905071541,0.0044894417979592025,0.0044894417979592025,9,27,29,3.360810666967247,3.3336068321595205,3.287600199266947,7.81901174653527e-4,6.231363624086272e-4,5
Glycated_haemoglobin_HbA1c,0.029563788196886515,0.029563788196886515,9.303900474803505e-4,9.303900474803505e-4,0.0019184716860776647,0.0019184716860776647,40,7,15,3.1276623687615,3.292579334087652,3.2448314380135455,0.001031121628813613,8.859126386041583e-4,6
Haematocrit_percentage,-0.016246751272844223,0.016246751272844223,3.451117627088516e-4,3.451117627088516e-4,0.002132569406388775,0.002132569406388775,39,5,18,3.2898122522707443,3.2390415191984463,3.234323677416921,8.334863556349883e-4,6.908119761767084e-4,5
Haemoglobin_concentration,-0.024731214283851267,0.024731214283851267,-0.0016832275803351558,0.0016832275803351558,4.3530837003203385e-5,4.3530837003203385e-5,40,16,2,3.2049754583916115,3.3434623361878497,3.310379040019093,6.568979949586385e-4,5.141978904328326e-4,5
Hand_grip_strength_left,-0.020534251100209917,0.020534251100209917,0.00203369814235398,0.00203369814235398,0.001631868376835063,0.001631868376835063,39,17,13,3.2132399389902293,3.189350980520406,3.2278285433834615,0.0015806799725749051,0.0014417689753155605,7
Hand_grip_strength_right,-0.02310378193308852,0.02310378193308852,0.0020328931480041827,0.0020328931480041827,0.0018350275395730346,0.0018350275395730346,39,17,13,3.1681940877073504,3.1517063526505393,3.2415683548334653,0.0016912446293388026,0.0015523591597547126,6
HDL_cholesterol,-0.011439947727395032,0.011439947727395032,0.007600523727603908,0.007600523727603908,0.007516115781608423,0.007516115781608423,38,28,29,3.3918581892138717,3.3552211967705667,3.3864250592709557,0.00138543158953266,0.0012268754096218526,8
Heel_bone_mineral_density_BMD_left,0.019494829958592648,0.019494829958592648,-0.0019367151670140405,0.0019367151670140405,-0.0035211336299648564,0.0035211336299648564,40,8,14,3.3021933396567458,3.4363307327938437,3.381424424174371,0.001994902363755514,0.0015590304178958458,4
Heel_bone_mineral_density_BMD,0.008117138279813366,0.008117138279813366,3.6383795844026795e-4,3.6383795844026795e-4,-0.001304583918063,0.001304583918063,36,3,6,3.361468344800279,3.3007626130312246,3.311681013232178,0.0014059938351528444,0.0011638854952233935,3
Heel_bone_mineral_density_BMD_right,0.018719585960470592,0.018719585960470592,-0.002448500892233411,0.002448500892233411,-0.003958297124301081,0.003958297124301081,40,10,19,3.2873501402333214,3.4128459938371467,3.4199241874566715,0.00182956838391836,0.0013935623421964527,4
Heel_bone_mineral_density_BMD_T_score_automated_left,0.019542071849985528,0.019542071849985528,-0.002024511469131812,0.002024511469131812,-0.003539293614705516,0.003539293614705516,40,8,14,3.2887880505451768,3.4275616827988737,3.3766040921361933,0.002007002011734161,0.0015714159532096428,5
Heel_bone_mineral_density_BMD_T_score_automated,0.00803336896414196,0.00803336896414196,3.9185373383114944e-4,3.9185373383114944e-4,-0.0012943611050129935,0.0012943611050129935,36,3,6,3.355624099582388,3.2917761736375777,3.307796053289117,0.0013915057198327562,0.0011495053455955473,3
Heel_bone_mineral_density_BMD_T_score_automated_right,0.018488977474214133,0.018488977474214133,-0.00203229859666762,0.00203229859666762,-0.003750851915167897,0.003750851915167897,40,9,19,3.279213673426623,3.4019864909852235,3.412625294077595,0.0018453810715892303,0.0014096151093622167,4
Heel_Broadband_ultrasound_attenuation_direct_entry,0.006421729761126716,0.006421729761126716,0.0016271780338085594,0.0016271780338085594,1.9171467678643045e-4,1.9171467678643045e-4,34,12,4,3.391002211662555,3.312132084088175,3.3294039749526814,0.0012821378498945458,0.0010400948412787603,3
Heel_broadband_ultrasound_attenuation_left,0.014592334670920625,0.014592334670920625,-0.004468180808148913,0.004468180808148913,-0.005899146046954463,0.005899146046954463,40,18,22,3.35921365733824,3.4585560629668555,3.449121824612241,0.0016291324125506008,0.00119336716366647,3
Heel_broadband_ultrasound_attenuation_right,0.014171861202945174,0.014171861202945174,-0.004300763367205672,0.004300763367205672,-0.0054817115005713615,0.0054817115005713615,40,22,25,3.368528592871342,3.451160995285909,3.4550345832324827,0.0013500011601744952,9.139951356640363e-4,2
Heel_quantitative_ultrasound_index_QUI_direct_entry_left,0.01954274088661395,0.01954274088661395,-0.002023121195451374,0.002023121195451374,-0.003538405637749259,0.003538405637749259,40,8,14,3.28870254394007,3.427497070539541,3.3764925287387215,0.002006895939043143,0.0015713098342219345,5
Heel_quantitative_ultrasound_index_QUI_direct_entry,0.00803350467237756,0.00803350467237756,3.917799526936646e-4,3.917799526936646e-4,-0.0012947826996723138,0.0012947826996723138,36,3,6,3.355801235856249,3.291810954264556,3.3078855910194904,0.001391797017079068,0.0011497967134340703,3
Heel_quantitative_ultrasound_index_QUI_direct_entry_right,0.01848995207594118,0.01848995207594118,-0.0020363111780522984,0.0020363111780522984,-0.0037550756108246704,0.0037550756108246704,40,9,19,3.2791931571860196,3.4019534464428807,3.4125705863468245,0.0018455501990362751,0.0014097843106455343,4
High_light_scatter_reticulocyte_count,0.01405330112193713,0.01405330112193713,-0.00871783331468954,0.00871783331468954,-0.009536143603959307,0.009536143603959307,37,35,35,3.1675083548947613,3.1810252083056914,3.154769853745183,0.001398343051106334,0.001253364986958161,4
High_light_scatter_reticulocyte_percentage,0.011620102707555171,0.011620102707555171,-0.010399976515484261,0.010399976515484261,-0.01133851989596979,0.01133851989596979,35,35,36,3.089739123688724,3.0480401278129934,3.035934560273952,0.002008619509784439,0.0018637300462298612,6
Hip_circumference,-0.004316801143866161,0.004316801143866161,0.007699770133011432,0.007699770133011432,0.008212286116584292,0.008212286116584292,25,31,32,3.2785816762793436,3.2779015145658232,3.3000196960589823,0.0017179982570607666,0.0015794196742104916,10
IGF_1,0.0013493291123204475,0.0013493291123204475,0.012145584041424368,0.012145584041424368,0.011493677906813873,0.011493677906813873,10,36,36,2.9862740728920834,3.0118461926960056,3.0705420326795094,0.002439981427441502,0.0022942176355355004,7
Immature_reticulocyte_fraction,0.01610269134164219,0.01610269134164219,-0.017838869857043485,0.017838869857043485,-0.018246016652988764,0.018246016652988764,35,36,35,3.019724705379844,2.9230065639021943,2.9205776885120773,0.004532746654463397,0.004388223121854384,6
Impedance_of_arm_left,0.01089330549470983,0.01089330549470983,-8.95455648413916e-4,8.95455648413916e-4,-0.0019325620063671055,0.0019325620063671055,36,7,18,3.2975675524623864,3.225978654439284,3.2476858688428454,0.00116199000125832,0.001021109175582624,4
Impedance_of_arm_right,0.013566805053190906,0.013566805053190906,-0.001617143480414155,0.001617143480414155,-0.0028084322089190488,0.0028084322089190488,37,11,19,3.2549640605427688,3.1870825807892103,3.219180870723266,0.0014249245330953115,0.0012840748331147678,5
Impedance_of_leg_left,0.00729862651937953,0.00729862651937953,-0.010248293522328323,0.010248293522328323,-0.010495032198143397,0.010495032198143397,31,35,34,3.088744980129335,3.061487613351332,3.037379017842716,0.0026999920168371246,0.002559330102184343,9
Impedance_of_leg_right,0.0067284489198508,0.0067284489198508,-0.010551988626814219,0.010551988626814219,-0.010333503170960158,0.010333503170960158,29,35,34,3.1236737722155903,3.10794442908733,3.0843318481150552,0.00287446953976541,0.0027338347133386565,10
Impedance_of_whole_body,0.010834087131448279,0.010834087131448279,-0.00482448495963693,0.00482448495963693,-0.005677474976827208,0.005677474976827208,34,28,30,3.1537129612907555,3.0736155543167225,3.046279106849344,0.0017805813843441492,0.0016397823465016392,6
LDL_direct,-0.011850011968129579,0.011850011968129579,-0.0025800182520200375,0.0025800182520200375,-0.00141675854239197,0.00141675854239197,36,23,14,3.2409878512504373,3.1881555577407448,3.209551707904494,0.0011115843518996267,9.66138111770265e-4,6
Leg_fat_free_mass_left,-0.018158894605944245,0.018158894605944245,0.006642648275095529,0.006642648275095529,0.0059233755827309015,0.0059233755827309015,39,34,33,3.1921688063128593,3.067647291676289,3.2170425861783616,0.0016459656852050972,0.001505139714381043,4
Leg_fat_free_mass_right,-0.01794867353233604,0.01794867353233604,0.008413805870303024,0.008413805870303024,0.007327528592196395,0.007327528592196395,38,34,33,3.1096710345289877,3.0020520100693573,3.1411789920726534,0.001977641498735066,0.0018368727381915528,4
Leg_fat_mass_left,0.008369557684464577,0.008369557684464577,-0.0059023667256035235,0.0059023667256035235,-0.006581169094354862,0.006581169094354862,31,30,31,3.1950813616320857,3.187224088314308,3.1549140824380633,0.001538503690616803,0.0013976685211870565,10
Leg_fat_mass_right,0.008197072264205553,0.008197072264205553,-0.006570532432018368,0.006570532432018368,-0.007196241200250375,0.007196241200250375,31,30,31,3.184101943193968,3.175968058098387,3.15550693477125,0.0016604161937946605,0.0015196066615229542,10
Leg_fat_percentage_left,0.014577735364858797,0.014577735364858797,-0.0095237375641322,0.0095237375641322,-0.008965892798512523,0.008965892798512523,36,33,34,3.0861114885245655,3.0635109071278857,3.0566081199764006,0.0022841133023505026,0.002143384295287709,8
Leg_fat_percentage_right,0.014323841145925584,0.014323841145925584,-0.010380167066980547,0.010380167066980547,-0.009671738841578818,0.009671738841578818,34,35,34,3.0523800271681893,3.0340289383098082,3.0490111449052777,0.002509236881406749,0.00236854806212905,9
Leg_predicted_mass_left,-0.018173612827824363,0.018173612827824363,0.006527266315871939,0.006527266315871939,0.005855013604333175,0.005855013604333175,39,34,33,3.194509826870318,3.074561916121729,3.217533384576038,0.001629053066419984,0.0014882237166768952,4
Leg_predicted_mass_right,-0.01792541409610047,0.01792541409610047,0.00818659894081055,0.00818659894081055,0.007159732041813024,0.007159732041813024,38,34,33,3.1107864212481457,2.9958355931754013,3.142886987748524,0.0019584278299260684,0.0018176563593387263,4
Lifetime_number_of_sexual_partners,-0.00512751586453735,0.00512751586453735,0.011794469635840934,0.011794469635840934,0.00997157895642118,0.00997157895642118,30,34,34,3.1410415765641138,3.178315411721136,3.185196246395801,0.001832802482967681,0.0016806074684991845,10
Lipoprotein_A,0.014265346733640041,0.014265346733640041,-0.008043709838394912,0.008043709838394912,-0.007153386035706076,0.007153386035706076,39,37,36,3.211693250120472,3.2700264855070813,3.225409729006482,8.200684440631084e-4,6.374522516183756e-4,2
Mean_corpuscular_haemoglobin_concentration,-0.029989518374863758,0.029989518374863758,-0.006870751484119018,0.006870751484119018,-0.007437777033365676,0.007437777033365676,40,33,32,3.124658250154244,3.244894600844226,3.1658382307090234,0.0019106208090663834,0.001768096675780928,7
Mean_corpuscular_haemoglobin,-0.05715094094682921,0.05715094094682921,-0.01822604550855076,0.01822604550855076,-0.017943131469403736,0.017943131469403736,38,36,35,2.8077076378970642,2.9387755435739504,2.9826194370518344,0.006142244049182561,0.006000326205392925,8
Mean_corpuscular_volume,-0.05246337383297461,0.05246337383297461,-0.016377501948716403,0.016377501948716403,-0.015618064159613355,0.015618064159613355,38,36,34,2.8385747957069367,2.997196449866789,3.069049392636933,0.00547507473831378,0.005333062133099253,8
Mean_reticulocyte_volume,0.005839043456794555,0.005839043456794555,-0.007569195144813601,0.007569195144813601,-0.007604860782143361,0.007604860782143361,31,33,34,3.134151264984181,3.1225984792616486,3.160272596809092,0.0018139908064727854,0.0016690725605288392,4
Mean_sphered_cell_volume,-0.009130575645938378,0.009130575645938378,-0.010645138371597874,0.010645138371597874,-0.010691252992898026,0.010691252992898026,34,36,36,3.083230919767893,3.0864845605805833,3.1819601999159057,0.003420295753678769,0.0032756112388018233,5
Mean_time_to_correctly_identify_matches,0.022582786795308507,0.022582786795308507,-0.012549071494611007,0.012549071494611007,-0.012893479528636639,0.012893479528636639,37,37,36,3.0200644642096366,3.0088687669902194,3.1376046457752196,0.0024179913885412707,0.00227879454639468,7
Microalbumin_in_urine,0.009896279328209344,0.009896279328209344,-0.005449927887842984,0.005449927887842984,-0.006846405070536958,0.006846405070536958,38,27,32,3.357265533119266,3.3854096035062704,3.3975844935176944,9.611971822683057e-4,5.005027999308576e-4,0
Monocyte_count,-0.019969536059911374,0.019969536059911374,-0.015665343891103158,0.015665343891103158,-0.015560749731097032,0.015560749731097032,39,38,39,3.1960880362056683,3.262310270579219,3.301588766922017,0.001129995630834896,9.871131481082873e-4,5
Neuroticism_score,0.0035513909330207416,0.0035513909330207416,-8.721878749429528e-4,8.721878749429528e-4,-4.1138890272693167e-4,4.1138890272693167e-4,27,3,4,3.360691522589917,3.3108384244461684,3.2667753587611825,0.001148961372632811,9.782190646819844e-4,4
Neutrophill_count,-0.01619991583667902,0.01619991583667902,-0.004963309212304726,0.004963309212304726,-0.0035748805285460263,0.0035748805285460263,40,23,19,3.374521978878199,3.404564887068744,3.420068973247757,0.0012034659586285168,0.001060593985400482,7
Nucleated_red_blood_cell_percentage,0.004143690893840584,0.004143690893840584,-0.002335421323690505,0.002335421323690505,-0.0021938748844276806,0.0021938748844276806,39,34,30,3.4336175168243672,3.498311300903243,3.4223240907493038,1.26301242369045e-4,-1.6729927882153106e-5,0
Number_of_children_fathered,0.014928065758332545,0.014928065758332545,-3.9129593843922287e-4,3.9129593843922287e-4,-9.448162877451964e-5,9.448162877451964e-5,40,3,1,3.2047376146878204,3.3106923935642523,3.3858872746987076,7.848586815617871e-4,4.848728996520446e-4,0
Number_of_live_births,0.006015857772169981,0.006015857772169981,-0.007009407419605501,0.007009407419605501,-0.005469665301736238,0.005469665301736238,33,31,29,3.2677757851276072,3.2686616869671776,3.299261768022467,0.0017314853352703443,0.0014740735834679608,4
Number_of_self_reported_cancers,-0.005295653177384906,0.005295653177384906,-1.5324040794794497e-4,1.5324040794794497e-4,7.315925586168389e-4,7.315925586168389e-4,38,2,12,3.2983508614801997,3.344563714181791,3.358926489846749,1.4094592663348648e-4,2.3874080228303285e-6,1
Oestradiol,0.009661861139249673,0.009661861139249673,0.002347618610883113,0.002347618610883113,3.0907072650887275e-4,3.0907072650887275e-4,37,20,5,3.1649509841737165,3.190808576959088,3.1887684763731454,7.950060184919351e-4,6.402710396909983e-4,1
Peak_expiratory_flow_PEF,-0.027280914801737104,0.027280914801737104,0.011192472324281031,0.011192472324281031,0.010638131611979273,0.010638131611979273,39,37,37,3.089524486581425,3.184707809679143,3.2204892835815513,0.0017199463034613068,0.0015681535756542075,6
Phosphate,0.006893593182819407,0.006893593182819407,0.010132627903892955,0.010132627903892955,0.009734725444006304,0.009734725444006304,32,37,36,3.1979532973232208,3.1874713278374402,3.2065643843419593,0.0018550457899479446,0.0016963228700278554,6
Platelet_count,-0.00501290759783838,0.00501290759783838,-0.010297141848211944,0.010297141848211944,-0.00993353474572939,0.00993353474572939,28,34,34,3.0989903676819606,3.0710101986215,3.1102726439341444,0.001972125986850986,0.0018296136888669157,5
Platelet_crit,7.209703060416553e-4,7.209703060416553e-4,-0.01145141874206335,0.01145141874206335,-0.011637519773316594,0.011637519773316594,10,36,37,3.0177766537197677,3.0377057102577365,3.051200449309298,0.0021194645764963395,0.0019769717915323337,7
Platelet_distribution_width,-0.0032499778043971824,0.0032499778043971824,0.00131327941379047,0.00131327941379047,0.0021189054844401784,0.0021189054844401784,22,12,17,3.312211695982569,3.297490696321238,3.2152287381340487,0.0010217085815906165,8.790585328373179e-4,4
Potassium_in_urine,-0.012661142540535648,0.012661142540535648,-0.0033641764530504925,0.0033641764530504925,-0.003110423224657657,0.003110423224657657,39,28,28,3.205507659066888,3.17865747821313,3.1483176290098513,0.0010398287325776572,8.970237433145734e-4,4
Pulse_rate_automated_reading,0.006574794634718894,0.006574794634718894,-0.007691644288751904,0.007691644288751904,-0.008704308251476684,0.008704308251476684,33,34,35,3.2255295185850748,3.188940544640356,3.147184611667155,0.0011411022160802322,9.928419747656791e-4,5
Red_blood_cell_erythrocyte_count,0.01599233142081291,0.01599233142081291,0.008713016734632345,0.008713016734632345,0.00987072567850596,0.00987072567850596,37,32,33,3.0614122058515925,3.066018605309028,3.0934092752567093,0.0035154731558665548,0.0033731817464109914,8
Red_blood_cell_erythrocyte_distribution_width,0.02172042728661433,0.02172042728661433,0.003259898714696871,0.003259898714696871,0.0042972363293893754,0.0042972363293893754,39,22,26,3.12167153602932,3.228154636562404,3.223831780550267,9.409839872702132e-4,7.983239392179708e-4,4
Reticulocyte_count,0.010477456887386058,0.010477456887386058,-0.0018085648877968822,0.0018085648877968822,-0.002335856712872734,0.002335856712872734,35,13,16,3.3052845279496363,3.330710950105967,3.3089098238313124,0.0010310340424331595,8.860026519674769e-4,5
Reticulocyte_percentage,0.007288198226700846,0.007288198226700846,-0.00401423315568176,0.00401423315568176,-0.004790981559211108,0.004790981559211108,33,28,30,3.2382484418911885,3.2296648425503407,3.2059844185227533,0.0012767665252743194,0.0011317702842474908,5
Rheumatoid_factor,-0.001027212501125173,0.001027212501125173,0.0037127588372025356,0.0037127588372025356,0.004210506778715294,0.004210506778715294,13,35,37,3.410802608373931,3.389720177664539,3.452852713258153,2.079509006733426e-4,6.364744690345869e-5,0
SHBG,-0.013057068503520838,0.013057068503520838,0.004681571616728374,0.004681571616728374,0.003768539209222296,0.003768539209222296,40,27,27,3.3248023806174385,3.3527572703399104,3.3955006889248454,7.171132919046363e-4,5.56973728404464e-4,3
Sitting_height,-0.052532927278934896,0.052532927278934896,0.011763092704832749,0.011763092704832749,0.011637379181662183,0.011637379181662183,40,35,34,2.8635523774796154,3.076138814773669,3.1051238534564867,0.003038420308502823,0.0028998538277766883,11
