PHENO,PC1_COSSIM,PC1_ABS_COSSIM,PC1_PEARSON,PC1_ABS_PEARSON,PC1_SPEARMAN,PC1_ABS_SPEARMAN,PC1_COSSIM_ABS_RANK,PC1_PEARSON_ABS_RANK,PC1_SPEARMAN_ABS_RANK,EVENNESS_COSSIM,EVENNESS_PEARSON,EVENNESS_SPEARMAN,R2_PHENO_PCS,ADJ_R2_PHENO_PCS,LinearModel_NUM_SIG_VARS
Sleep_duration,-0.017624614984381674,0.017624614984381674,-0.0025689178107954533,0.0025689178107954533,-0.0020145298553462952,0.0020145298553462952,40,17,17,3.2152815725377493,3.2496637791281935,3.2162682459247276,0.0012325011349008433,0.001094031038182841,5
Sodium_in_urine,0.025384833546647653,0.025384833546647653,-0.010194183067272692,0.010194183067272692,-0.011121552789783395,0.011121552789783395,38,35,36,3.0769618906667118,3.022041080236507,2.975079935813514,0.003495158771458255,0.00335269408848482,5
Speed_of_sound_through_heel_left,0.021573374188070458,0.021573374188070458,-4.5668838641444554e-4,4.5668838641444554e-4,-0.0017893455629431631,0.0017893455629431631,40,3,8,3.2547832758554867,3.3645055323640722,3.3820730906454886,0.0024011122464389677,0.0019656982020710423,5
Speed_of_sound_through_heel,0.008685257245921287,0.008685257245921287,-4.0384409905949074e-4,4.0384409905949074e-4,-0.0018874149955187356,0.0018874149955187356,36,1,9,3.3051169545482204,3.244586101058459,3.2367159156060974,0.0018181781598459923,0.0015762811843789137,3
Speed_of_sound_through_heel_right,0.020287769989665812,0.020287769989665812,-6.201757843797086e-4,6.201757843797086e-4,-0.0025527250741594607,0.0025527250741594607,40,5,12,3.2584700235893695,3.3596974537288626,3.4102555487431854,0.0023004589975971286,0.0018648917094697959,7
Standing_height,-0.03974943036322922,0.03974943036322922,0.019508922207756466,0.019508922207756466,0.01885692296409282,0.01885692296409282,39,36,36,2.95661062451165,2.967308854843665,2.965337664593164,0.0069691258165361335,0.006831223536055475,13
Systolic_blood_pressure_automated_reading,-0.014395271754576468,0.014395271754576468,-0.008142629630903236,0.008142629630903236,-0.004772116364694939,0.004772116364694939,34,28,25,3.300547884435821,3.2965859603197187,3.2774702394702535,0.0024799150057323804,0.0023283064162727962,12
Testosterone,-0.0069460324645854235,0.0069460324645854235,-0.004434508540543711,0.004434508540543711,-0.0034820185456233576,0.0034820185456233576,39,29,30,3.411757036059502,3.4120111509983984,3.341719420997046,4.178950135060843e-4,2.5758161332312124e-4,1
Total_bilirubin,-0.006344754613022314,0.006344754613022314,0.0062814056231514865,0.0062814056231514865,0.0051987468209100714,0.0051987468209100714,36,33,31,3.3045187847982826,3.2900888514897484,3.298472637512334,7.160678269793874e-4,5.702252845565248e-4,2
Total_protein,0.03709372643234681,0.03709372643234681,0.0013047008858267954,0.0013047008858267954,-9.89590226463352e-5,9.89590226463352e-5,40,10,4,3.1191107003315417,3.322226852307821,3.171377589482415,0.0012238442593264305,0.00106515218844061,8
Triglycerides,-0.008634880409532532,0.008634880409532532,-0.0029156247677766182,0.0029156247677766182,-0.0012287900583201328,0.0012287900583201328,32,19,9,3.319179648318229,3.3092271444256873,3.3163612581436057,0.0011815683243108343,0.0010362756049336896,6
Trunk_fat_free_mass,-0.025074433053811355,0.025074433053811355,0.01102183023774286,0.01102183023774286,0.009711112601979011,0.009711112601979011,39,34,33,2.906712634499099,2.8069658027802777,2.9189810549923365,0.0030191776799525613,0.0028784466518595453,5
Trunk_fat_mass,-0.006177220917810165,0.006177220917810165,-0.010425628635410522,0.010425628635410522,-0.01039978217584068,0.01039978217584068,25,34,34,3.352239348166035,3.320475325566401,3.3198140430107794,0.002222417699807949,0.002081600043956522,10
Trunk_fat_percentage,0.005927576144987253,0.005927576144987253,-0.014905027761394574,0.014905027761394574,-0.014863882125814827,0.014863882125814827,24,35,34,3.1662310563165463,3.1362324891396955,3.128900201864619,0.003588372218432348,0.003447757264115836,12
Trunk_predicted_mass,-0.0248672468474816,0.0248672468474816,0.010936238347657936,0.010936238347657936,0.009613249907009522,0.009613249907009522,39,34,33,2.919835419644434,2.8257017982577675,2.9333911003380275,0.0030034866247805035,0.002862738977811974,5
Urate,-0.003920584914095902,0.003920584914095902,-0.00532313395506613,0.00532313395506613,-0.0039214976633577345,0.0039214976633577345,26,31,27,3.3487291262752743,3.320320499099244,3.3294170542280566,8.102874091215143e-4,6.648724639740644e-4,4
Urea,-0.021253468864831215,0.021253468864831215,-2.653282169537576e-4,2.653282169537576e-4,0.0021178416413567434,0.0021178416413567434,37,2,17,3.1171535462805755,3.085074094658233,3.0363044436180076,0.0023814292674219518,0.0022363374674818637,5
Vitamin_D,-0.05034702093631819,0.05034702093631819,0.00977560569211591,0.00977560569211591,0.011735595765017273,0.011735595765017273,38,29,31,3.031922776311368,3.049069916787309,3.0268724865379806,0.006634521022439628,0.0064835691096073456,8
Waist_circumference,-0.0014142258273098722,0.0014142258273098722,-0.004992618584990467,0.004992618584990467,-0.004182436136131384,0.004182436136131384,9,23,20,3.362933196829807,3.3749031301240904,3.3864404951389986,0.0017154697554299231,0.0015769090944361963,11
Weight,-0.015978208944837764,0.015978208944837764,-1.126407203094223e-5,1.126407203094223e-5,5.746389549886648e-4,5.746389549886648e-4,40,1,4,3.4314524855683977,3.3964893372512703,3.414642548134879,0.0011571379054698032,0.0010183200769978695,8
White_blood_cell_leukocyte_count,-0.004166149145231067,0.004166149145231067,-0.007984030884941953,0.007984030884941953,-0.006988415609746772,0.006988415609746772,18,32,30,3.341723100026539,3.338323591008042,3.353040050006132,0.0019047444269158814,0.0017622214896853006,8
Whole_body_fat_free_mass,-0.02271285522056086,0.02271285522056086,0.009418477314810249,0.009418477314810249,0.008425993551690074,0.008425993551690074,39,34,33,3.0374138084680586,2.92862045387748,3.035443531927429,0.002472593504412163,0.0023318965402101544,5
Whole_body_fat_mass,4.0659259176978357e-4,4.0659259176978357e-4,-0.009640203385519039,0.009640203385519039,-0.009823742789003167,0.009823742789003167,5,32,33,3.2044419414805656,3.228362941771296,3.2421491855865177,0.0021611522376247328,0.002020186174856109,10
Whole_body_water_mass,-0.022548216659542413,0.022548216659542413,0.009358032298676223,0.009358032298676223,0.008352834716224522,0.008352834716224522,39,34,33,3.0432786417148514,2.944816052854684,3.0369629381478296,0.002483296224786978,0.002342612179814574,5
