PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN
Body_mass_index_BMI,0.173071719198741,0.1688162903388581,0.04147872173899811,0.6188118811881188,0.627906976744186,1.7114459242627744,1.696305905244848,0.9618249760302946,0.9716229920546487,0.9652947557079576,0.977005700570057
Calcium,0.22676372311852455,0.22330966124203389,0.2078135221081102,0.6716193656093489,0.7625201938610663,2.2066617518485745,3.2461366142295045,0.9674504385496636,0.9817431195457316,0.9656931269789536,0.9831863186318632
Cholesterol,0.2688169059143453,0.2578439305266202,0.1988291205464184,0.6571472205253512,0.6944024205748865,2.0549637741318527,2.2903779911151543,0.9607972485333214,0.9846984698469848,0.9629657913943616,0.9896549654965496
C_reactive_protein,0.280450429803534,0.2736656367889491,0.20225665758030673,0.7107715813598167,0.7987804878048781,2.6986077502151433,4.0179547756921705,0.9701122829100824,0.9855475113981096,0.9659515122587156,0.992067206720672
Creatinine,0.1992959714653491,0.19101332958556777,0.0530926686044144,0.6349665246500305,0.7131901840490797,1.8472282444294552,2.5080688151119337,0.9613776075541308,0.9740772522062692,0.9720097578521136,0.9870507050705072
Cystatin_C,0.232456102056129,0.2296866991610514,0.16293056269451775,0.6707242848447961,0.7576219512195121,2.1977083694494235,3.158447092274034,0.9633615919546588,0.98384628772421,0.961949550374865,0.9875787578757876
Diastolic_blood_pressure_automated_reading,0.14711399705718617,0.1436472767580378,0.06436536917713302,0.6068932655654383,0.6533546325878594,1.619117563111187,1.896460159109198,0.9369354191503227,0.9449144914491449,0.954107792086376,0.9633123312331232
Eosinophill_count,0.3027384308930138,0.29823508326242487,0.22127272758049552,0.7251426854911385,0.835820895522388,2.9153832696927067,5.160870697344583,0.97640886659144,0.9909990999099912,0.9714198714599326,0.9908310831083108
Forced_expiratory_volume_in_1_second_FEV1,0.13982830499865756,0.13166556925099182,0.141985134370162,0.5955555555555555,0.6442006269592476,1.5366569334593638,1.82132382074677,0.9139178489109786,0.9250880593509444,0.9388824994654308,0.9531593159315932
Forced_vital_capacity_FVC,0.14056658618298795,0.13210157031637343,0.14076316438355052,0.5856256956590873,0.6488188976377953,1.468196749365769,1.8588027169220644,0.9116693341587082,0.928763662661434,0.9410632957417208,0.9562916291629164
Gamma_glutamyltransferase,0.2843166253776747,0.27621818374072427,0.215564208981191,0.7060531947416692,0.8039513677811551,2.63160741026784,4.151684170384724,0.9742470532271564,0.9900870087008702,0.9693281762068784,0.9898709870987098
Glycated_haemoglobin_HbA1c,0.3218346219471247,0.32325053868807696,0.13979819548750724,0.7384755819260611,0.8240601503759398,3.1402869605546195,4.74644298287421,0.9777153625241956,0.9912511251125112,0.9675169508441066,0.9934473447344736
Haematocrit_percentage,0.19894101170561235,0.18946594464073535,0.19271697463258092,0.6458987001344688,0.7325408618127786,1.9464016044073376,2.7649094140580206,0.9463643327807848,0.9660094989827428,0.9539845659250368,0.9783138313831384
Haemoglobin_concentration,0.212163336336072,0.2028400050198196,0.2026080048093153,0.6546870320455226,0.7227138643067846,2.0306805603383467,2.6302722518295516,0.9555414352025888,0.9777497749774978,0.962760575116738,0.9864866486648666
HDL_cholesterol,0.32195195752024414,0.30592546560712064,0.11934503744793648,0.7210632570659489,0.8177257525083612,2.8485805449724246,4.543880819251322,0.9766522493842248,0.9879837623319668,0.9706496131424276,0.9943474347434744
Heel_bone_mineral_density_BMD_left,0.31514036750544744,0.3138228085069994,0.1738587249846374,0.7357814599193909,0.7772511848341233,3.1016181733597565,3.527399093271696,0.955486741698485,0.9668435848935952,0.95446822682369,0.975049504950495
Heel_bone_mineral_density_BMD,0.3439208612852305,0.3422215501798371,0.12857056401607633,0.7605742117405794,0.8582089552238806,3.5619272816834715,6.1428296156779325,0.9784727727020858,0.9881937839641958,0.971493469388116,0.991755175517552
Heel_bone_mineral_density_BMD_right,0.29032031003584513,0.2892414261317479,0.1570146221800244,0.7160550458715597,0.7916666666666666,2.7762047893662225,3.844630872483221,0.9576405805821911,0.967749484733034,0.9578921833491018,0.9721332133213322
Heel_bone_mineral_density_BMD_T_score_automated_left,0.3142896298438303,0.31343622864865345,0.16699497167499286,0.7387226440375168,0.7649769585253456,3.1545122049285568,3.2900737006493332,0.955317326651114,0.9648124812481248,0.9541322607124028,0.9717491749174918
Heel_bone_mineral_density_BMD_T_score_automated,0.3418172106050118,0.3409921629375276,0.12494282962328142,0.754687901361418,0.8472906403940886,3.439579756336425,5.629316565302545,0.9758425322161922,0.9866485847677468,0.9730953960851436,0.9912871287128714
Heel_bone_mineral_density_BMD_T_score_automated_right,0.2843193992734333,0.2830993692338533,0.14688529125614572,0.7127853881278539,0.8160377358490566,2.729251284927151,4.491284153788813,0.9525854170099358,0.9674016423735184,0.9546029099202902,0.9748934893489348
Heel_Broadband_ultrasound_attenuation_direct_entry,0.31545847783449676,0.3117161875289928,0.13024028111763877,0.7397893655278706,0.8548812664907651,3.157941132312256,5.9728073172900915,0.9625584956752704,0.9810379900446052,0.9640935730406546,0.9874587458745876
Heel_broadband_ultrasound_attenuation_left,0.2530294492714712,0.24952469092452548,0.1362695444961695,0.6982439926062847,0.771689497716895,2.5256377530840317,3.41779703662287,0.9356106484429756,0.94991899189919,0.944927242905824,0.9626282628262828
Heel_broadband_ultrasound_attenuation_right,0.27280152711119143,0.2702832521209937,0.13732701115161758,0.7097505668934241,0.7804878048780488,2.6874874531584587,3.5936094307429816,0.950012492799423,0.9575037503750377,0.9484743466171676,0.9623522352235224
Heel_quantitative_ultrasound_index_QUI_direct_entry_left,0.3142901762683501,0.3134371501185784,0.1669929257782338,0.7387226440375168,0.7649769585253456,3.1545122049285568,3.2900737006493332,0.9552779507211454,0.9650762981049724,0.9539794435585912,0.9714971497149716
Heel_quantitative_ultrasound_index_QUI_direct_entry,0.3418155207211801,0.3409885104840951,0.12494174334410817,0.7549447726688929,0.8472906403940886,3.4447453697726775,5.629316565302545,0.9760559037948552,0.986729633156656,0.9731448926399858,0.992007200720072
Heel_quantitative_ultrasound_index_QUI_direct_entry_right,0.2843167692811446,0.2830953770486791,0.14688620005286837,0.7127853881278539,0.8160377358490566,2.729251284927151,4.491284153788813,0.9525835361349044,0.9671076120883976,0.9545465263027108,0.9748934893489348
High_light_scatter_reticulocyte_count,0.31443014263559416,0.3045631659458073,0.14597467984738954,0.7296476306196841,0.8350983358547656,2.989558634915072,5.1337518107194615,0.9718228560425722,0.9875307530753076,0.9711140771472664,0.992067206720672
High_light_scatter_reticulocyte_percentage,0.32792908780343444,0.3173317948960402,0.18043182565662355,0.740600363856883,0.8376327769347496,3.1787406252390236,5.230028848326928,0.9737405020192657,0.9902430243024304,0.9687452711942578,0.992115211521152
Hip_circumference,0.17270232486120707,0.16804917838688285,0.07792246211978038,0.6162790697674418,0.6536231884057971,1.69132166549104,1.898869428877134,0.936037641546314,0.9576472565616934,0.950369747659602,0.9734413441344134
IGF_1,0.29653700345890405,0.28882345866047493,0.128868642074581,0.7133680024472315,0.7947932618683001,2.7368468792278735,3.9196389274233527,0.9711663861882456,0.9853825382538256,0.9713851750944354,0.9907470747074708
Immature_reticulocyte_fraction,0.274727623527243,0.2689396098192253,0.1306356497449859,0.6975402368660796,0.7996965098634294,2.5183786815341667,4.041276326594437,0.967369402048409,0.983870387038704,0.9706280224320364,0.9908790879087908
Impedance_of_arm_left,0.16299880935543293,0.1489919387422891,0.1189127560914532,0.5796780386944321,0.6133333333333333,1.4288589013511346,1.593465664727007,0.9312924973266776,0.9400236425230296,0.958248804374056,0.9725892589258928
Impedance_of_arm_right,0.15173906920748406,0.1373517856505746,0.09795404675235438,0.5786914235190097,0.5920471281296024,1.4226341166620318,1.4567311615688618,0.8987997352232016,0.9120983641031984,0.9595598899664912,0.9767896789678968
Impedance_of_leg_left,0.2130789939985843,0.20490288781246843,0.1327612409996465,0.6429413498379015,0.7047477744807121,1.9191368877380584,2.406675001471866,0.9579280596186952,0.9705248756542906,0.9639548886144492,0.9836663666366636
Impedance_of_leg_right,0.21332650573960116,0.2056633080176696,0.21126336328701772,0.6503981126511353,0.6967455621301775,1.9893861357971308,2.3159403620281815,0.963560374216127,0.9768854112364022,0.9633442979095906,0.9792619261926192
Impedance_of_whole_body,0.17501570862091145,0.16168490076750214,0.15008981008719796,0.6043112357891629,0.6320474777448071,1.599817809520657,1.7269420134723092,0.942297544128545,0.9549652263311824,0.9570015200982734,0.9776777677767776
LDL_direct,0.26086240922272574,0.24645548602551845,0.224781422359858,0.6444954128440367,0.6717791411042945,1.9328873661844388,2.0609080803228452,0.9444977530316148,0.984176322707924,0.9549981884754192,0.9873987398739874
Leg_fat_free_mass_left,0.16841784595633078,0.14537598157304776,0.1608828060149951,0.5725304064075942,0.6270190895741556,1.3830337086557196,1.689805438742457,0.8545326540931556,0.8658343759820523,0.9567345789475298,0.9787338733873387
Leg_fat_free_mass_right,0.17288899614309736,0.14844803210874558,0.16881004743051942,0.5741782647320106,0.621861152141802,1.3934837208462647,1.6526491120310536,0.8622080243507231,0.8786570456591112,0.947548669078525,0.9687608760876087
Leg_fat_mass_left,0.14499443622250133,0.1344872502164113,0.03008258775693676,0.5919574216439977,0.6172106824925816,1.51124846898982,1.62007202368944,0.9279086285559665,0.9425735683075234,0.9546097990217306,0.9746054605460548
Leg_fat_mass_right,0.1428197333667562,0.13374382501560753,0.02751661843371156,0.5913532721350311,0.6183431952662722,1.5069671341263011,1.6279579931178916,0.9257960252423768,0.9400300030003,0.9483721444617638,0.9632283228322832
Leg_fat_percentage_left,0.08947261708085663,0.07288716380152811,0.01735627326965016,0.5263469508584961,0.5311572700296736,1.124310149879502,1.1343322254690849,0.5497756614570907,0.5420624683648473,0.8881237429800979,0.8958295829582958
Leg_fat_percentage_right,0.09931502208750284,0.0831250708973556,0.08741750430048724,0.531773070656199,0.5608308605341247,1.1518188124991255,1.2801556860116767,0.6429999644860589,0.6063702752600933,0.9087055406124168,0.92985298529853
Leg_predicted_mass_left,0.1703147303577762,0.1463429122596814,0.13707539106156694,0.5717462199822116,0.6091445427728613,1.378162214710236,1.5653902550527998,0.8453165166336576,0.8406281504133782,0.9535003789272716,0.973849384938494
Leg_predicted_mass_right,0.17187238792857823,0.14770606986033802,0.14947074406129354,0.570454882204771,0.6159527326440177,1.3701473631323116,1.6113784256425596,0.8422307473101689,0.86116761791844,0.9457149692918808,0.9716051605160516
Mean_corpuscular_haemoglobin_concentration,0.1656167178979369,0.15926771522957842,0.15383898802931442,0.6263834878851331,0.7013372956909361,1.773404748207988,2.367562195091216,0.9374318634416196,0.9534019208479896,0.9478807760988368,0.9714491449144916
Mean_corpuscular_haemoglobin,0.37248034245576966,0.378444193535708,0.32346477963792547,0.774869109947644,0.8887218045112782,3.8894643155463138,8.112187092718635,0.98352512975543,0.9909660695096192,0.972912533172742,0.9925712571257128
Mean_corpuscular_volume,0.38326017771468474,0.3852900070247792,0.3694028863939125,0.7858103061986557,0.8746223564954683,4.167031823891413,7.081200272789269,0.9837528916884176,0.9927992799279928,0.9746710309905544,0.9952835283528354
Mean_sphered_cell_volume,0.35768231592444877,0.3500955729321133,0.28050517953709614,0.7536385688295937,0.8473053892215568,3.4258067651750808,5.628845561241448,0.9807646931930726,0.9924152415241524,0.9732934903335436,0.9952475247524752
Mean_time_to_correctly_identify_matches,0.05563549703757662,0.05430403747114561,0.02435581838166063,0.5400584795321638,0.5789473684210527,1.1952580372349926,1.3793884275540058,0.766283081853082,0.7628011644946894,0.8347358034492608,0.8358715871587159
Monocyte_count,0.33302744256409583,0.32945276771565196,0.2034781778102144,0.7548813457494743,0.8526315789473684,3.448429261483092,5.868591543776695,0.9793294441684492,0.9924992499249924,0.969919890969324,0.9944434443444344
Neutrophill_count,0.24899642085714285,0.24594930485644664,0.15828457638298088,0.6873408239700375,0.7470059880239521,2.389420673106129,2.9823878157511743,0.9689168432038954,0.9815689910597836,0.9704892273225956,0.9907950795079508
Phosphate,0.19792689894568744,0.19473411816056233,0.1066644429411637,0.6445853495745036,0.7224080267558528,1.9337738656839416,2.625805642469839,0.964756080059134,0.9794299429942994,0.9646955703806924,0.9817941794179418
Platelet_count,0.39148457782157986,0.3861112035583658,0.1918051995372473,0.7804003585300269,0.869172932330827,4.026566078495902,6.742946167888636,0.9815214234490196,0.9923792379237923,0.9723647988266289,0.9963876387638764
Platelet_crit,0.3239892103760647,0.3199445363293585,0.22037835206331252,0.7366686638705812,0.852017937219731,3.1074474034839863,5.8400795812947095,0.9745431218704996,0.9899699067599352,0.9715491059285564,0.9927272727272728
Pulse_rate_automated_reading,0.1700128195892562,0.16550514242008085,0.16427285604207983,0.620931319109173,0.7067082683307332,1.7283234156520997,2.4297099762221697,0.943503197300615,0.9670325054629876,0.9534056679207872,0.9754575457545756
Red_blood_cell_erythrocyte_count,0.26189751256191285,0.25473987957601174,0.1850910056048522,0.6768083519761372,0.7623318385650224,2.26593980018703,3.241737368620995,0.9724501919940058,0.9855985598559855,0.9738791550824272,0.98991899189919
Red_blood_cell_erythrocyte_distribution_width,0.3389979341380349,0.335267967112569,0.2710905269209131,0.7516114525558387,0.8558692421991084,3.3833160669614637,6.024696718115284,0.9767752653857812,0.9923282098100764,0.9671082183161986,0.9942634263426344
Reticulocyte_count,0.3058263847986426,0.29910908960742166,0.17075616684975195,0.7278808148373366,0.802731411229135,2.960317105007338,4.1195287299764916,0.9757379453707408,0.9876987698769876,0.9730868521322285,0.9927392739273928
Reticulocyte_percentage,0.3148182428528092,0.3090275471613712,0.21310397194318148,0.7293027495063041,0.8183206106870229,2.983827959221648,4.5623940619086225,0.9792063132635324,0.9916741424411346,0.9748499848911024,0.9936753675367536
SHBG,0.3068981425659948,0.2946121336877395,0.2418462647399811,0.7251716630380171,0.82996632996633,2.9174501884187816,4.946526201194477,0.9651951795662675,0.9798889285640522,0.9631084288750944,0.98829882988298845
Sitting_height,0.2700404841505866,0.25594201772321906,0.27425482068160556,0.6778230500582072,0.7467248908296943,2.277135434450906,2.9779015209264963,0.9610666047386623,0.980314500298908,0.969765554406255,0.9894989498949897
Speed_of_sound_through_heel_left,0.308374822322181,0.3079569324221254,0.17130341322435114,0.7312696276357111,0.7633928571428571,3.0241122036889956,3.2621973307074152,0.9534723630521617,0.9665044494890448,0.9589189567692894,0.9806420642064207
Speed_of_sound_through_heel,0.34590793370339207,0.34456254232395367,0.13471322323489232,0.7520933773154022,0.8522167487684729,3.393158849461826,5.851977663230238,0.9779013241996204,0.9863095898921976,0.9716073936997844,0.9886588658865888
Speed_of_sound_through_heel_right,0.2886296098512054,0.28799843504521483,0.13997267469533917,0.7164995442114859,0.8076923076923077,2.7845865877846574,4.250069851913943,0.95317631494277,0.9601886606028976,0.9580964373789286,0.972913291329133
Standing_height,0.3260885801893106,0.29636115224355125,0.2511830787022692,0.7047106717068915,0.813953488372093,2.6140111281234293,4.430872527862359,0.9506996639950228,0.9792676780504568,0.9675378499185704,0.9929192919291928
Systolic_blood_pressure_automated_reading,0.15400554446242257,0.14913988671238193,0.1473200485270112,0.6102154828411812,0.6363636363636364,1.6439095122790779,1.759873617693523,0.9415752203007032,0.9504350435043504,0.9486039745929488,0.9646324632463248
Total_bilirubin,0.35795715936764483,0.3364792422037522,0.29375780573485205,0.7619047619047619,0.8693009118541033,3.5934095251829676,6.751784272916477,0.9741661441854672,0.9922802048655668,0.9564052235670129,0.9952715271527154
Total_protein,0.2129122878959273,0.20995893397814752,0.19308866329872643,0.6615746180963572,0.7310924369747899,2.099088749494562,2.7440910894599972,0.9616428953919176,0.9722021368244684,0.9602180861477626,0.9763576357635764
Triglycerides,0.28403308078079914,0.27191595755297016,0.08007439389818485,0.6878339184857274,0.7842835130970724,2.394940393384493,3.677235085795638,0.9718752931857048,0.9890818754376216,0.9663303711089752,0.9921992199219922
Trunk_fat_free_mass,0.16700787175342868,0.14089801522611134,0.13183717749789586,0.5651010701545779,0.6112759643916914,1.337299058840104,1.5795787590142225,0.8033991669537162,0.8059635217638699,0.9484524725593376,0.968064806480648
Trunk_fat_mass,0.16893499012057292,0.16481350149782192,0.06961485196692271,0.6079940784603997,0.6686390532544378,1.6271116858176795,2.031640402648371,0.94553927932392,0.9581961926699668,0.9674355165749676,0.9807740774077408
Trunk_fat_percentage,0.12193193737486542,0.11665195612391738,0.04778570229746572,0.5734772324068599,0.6262924667651403,1.389159747150953,1.6844674253782197,0.9234088347670738,0.931981565982626,0.935948318840182,0.9485868586858686
Trunk_predicted_mass,0.16546662659609684,0.13893024020293085,0.13995544335785592,0.5634932422397149,0.599112426035503,1.327717497959747,1.5005027350887006,0.798303340217785,0.8003996510474657,0.9493706066087034,0.9696249624962496
Urate,0.25834010088306053,0.24122506725822448,0.17461271463048447,0.6666157372039725,0.7268518518518519,2.152936213172804,2.6852940482711443,0.9614415103482428,0.981914191419142,0.9538753802277206,0.9871467146714672
Urea,0.17404420725506906,0.17327306806096607,0.12299849015884272,0.6309704898083359,0.698170731707317,1.81254449604801,2.3317844452059364,0.9526220749179056,0.969693696652212,0.9588667105848656,0.972901290129013
Waist_circumference,0.12477638917474616,0.11917276770579752,0.04301573504341674,0.5791079471160832,0.6037735849056604,1.4251700174964317,1.5302213161268623,0.9242571621500472,0.9259180362865804,0.9479931399874884,0.9587278727872788
Weight,0.18432139792053756,0.1747205042001882,0.07570948906132663,0.6197203612001165,0.6885007278020379,1.7186791221818738,2.227236878425805,0.9456445459828096,0.9581601885294864,0.9586741502834616,0.978061806180618
White_blood_cell_leukocyte_count,0.26130028629143215,0.2551249548039671,0.2310683540892489,0.6828061759856093,0.787518573551263,2.334424878364946,3.7498799365214817,0.9724647713094464,0.987866786678668,0.9682398575180798,0.9898709870987098
Whole_body_fat_free_mass,0.1720586211535143,0.14621052762829925,0.113487732529612,0.5678280207561156,0.5894428152492669,1.3539407119096127,1.4409509857518712,0.8251520861676467,0.8177440406566824,0.9532264797665824,0.9761296129612962
Whole_body_fat_mass,0.1770302468034417,0.1720759063659489,0.0482826642023757,0.6174596116792649,0.7057949479940565,1.7004464071475358,2.418932883954943,0.957697981218464,0.968655771548829,0.9651049609614104,0.9755535553555356
Whole_body_water_mass,0.1717692984753624,0.1460748187005179,0.10022475765357464,0.564410804392995,0.5985294117647059,1.3331712757600334,1.4968158461161691,0.8308679647496585,0.8242558439203734,0.9557549000949018,0.9733813381338132
