PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN
Albumin,0.17974850372945428,0.17244624512480403,0.12820796397402562,0.6252697991034368,0.7138157894736842,1.764265947901659,2.516126380954153,0.9378553765094744,0.9589347702856552,0.9462410550248838,0.975985598559856
Ankle_spacing_width_left,0.14646130048088765,0.1382573773904022,0.07503142872953673,0.5829885057471265,0.6291079812206573,1.450551674228073,1.7050246122411072,0.8496988470448981,0.8496351591990109,0.9162184979816176,0.9296369636963696
Ankle_spacing_width,0.19486143915080065,0.18504013624028373,0.1473894412047952,0.6202988150437918,0.6692111959287532,1.721749060463264,2.0369912231175897,0.9368133908919252,0.9517820335537396,0.9510951807990576,0.9726492649264928
Apolipoprotein_A,0.3016518900233587,0.29018829744117863,0.15062206854573135,0.7168879809329247,0.8038528896672504,2.7835045752967567,4.146669372570148,0.9734834789022976,0.9873867386738676,0.9689855217547384,0.9887308730873088
Apolipoprotein_B,0.27789638964276364,0.2607746885099676,0.26623981162108856,0.6586486900566876,0.7140672782874617,2.070332397256831,2.5191013812611707,0.9589799170032168,0.9836602680061164,0.957014475867242,0.991011101110111
Arm_fat_free_mass_left,0.1389965901603036,0.11694721398117042,0.12496343399377063,0.561022744165304,0.6185567010309279,1.3129265898475109,1.629434911493867,0.7604446494303474,0.7763906018894703,0.9385036807617078,0.9707170717071708
Arm_fat_free_mass_right,0.13217755796240271,0.1112248636060644,0.08924052953540945,0.5518211430263548,0.5851851851851851,1.2599153118743214,1.4156073265330529,0.7604096387534046,0.7599919591946611,0.942315742778118,0.9607920792079208
Arm_predicted_mass_left,0.1341845708489477,0.11224755862476028,0.0962499173354293,0.5541882876204596,0.5952732644017725,1.2732930047857496,1.476478298148469,0.7336653225161179,0.7158081705666474,0.9334082705238408,0.9504230423042306
Arm_predicted_mass_right,0.13163984497323608,0.10996394771705242,0.07148718879328687,0.5521681219476099,0.5934718100890207,1.2618928982782494,1.465398482431131,0.6928742553884074,0.6925456428268455,0.9365672522548134,0.9575517551755176
Aspartate_aminotransferase,0.21440373459364195,0.21232367784460024,0.20872173431555,0.6646798104844872,0.7572519083969466,2.1328428176161,3.1521308169853097,0.9594266713546316,0.972439078559833,0.964367785729468,0.9817581758175816
Basal_metabolic_rate,0.14832058175826868,0.12769282802777018,0.10276629221992026,0.5661830026650874,0.6198830409356725,1.3440230979303367,1.6388194004947931,0.8322746664250126,0.8421617956698394,0.9433411458551136,0.9688328832883288
Creatinine,0.18971965126122947,0.18053364585764312,0.05087818009006832,0.6291108404384896,0.7096273291925466,1.796536645674126,2.4643100580024746,0.9569027148943088,0.97505243040472,0.9607802836179752,0.9807380738073808
Cystatin_C,0.23032328248776504,0.22758241360126708,0.1728264789140651,0.6687975646879757,0.7625570776255708,2.1767233770858883,3.245794607013071,0.9625562894216364,0.9846563735933264,0.9597324218123184,0.9874827482748276
Eosinophill_count,0.28253973613449035,0.27864597651512735,0.2727466116385418,0.7033313325330132,0.8163884673748103,2.594776213090955,4.5028749458934385,0.9777838760111972,0.9912661004128036,0.9725762721054432,0.9924632463246326
Forced_vital_capacity_FVC,0.13372237672250004,0.12520891478977478,0.13658452091158102,0.5867873590598698,0.6075353218210361,1.4760888964899812,1.5548387346425463,0.897862532861308,0.9189614099259952,0.9330760293573056,0.9485628562856286
Glycated_haemoglobin_HbA1c,0.310871477604617,0.31238880710757494,0.10180981030010856,0.7317073170731707,0.8202416918429003,3.023178120580718,4.6230929106968786,0.973673272594758,0.9895619248827164,0.9660883459431688,0.992979297929793
Haematocrit_percentage,0.19246343398566443,0.1841870712065057,0.19015177791346816,0.6348398683029033,0.6976401179941003,1.8458240151553855,2.3260746105003975,0.9444623591341124,0.955493282305125,0.9559947581524186,0.98120612061206125
Heel_bone_mineral_density_BMD,0.32513971103212763,0.3231390744718497,0.18428312913118056,0.7377675840978594,0.8405063291139241,3.1252699212016175,5.343161745099292,0.9768371004535896,0.9875667566756676,0.9695782584476268,0.9896669666966698
Heel_bone_mineral_density_BMD_T_score_automated,0.32448341711257467,0.32306642513538514,0.15471909509876206,0.7346574993633818,0.825974025974026,3.0715138832461113,4.80783236381404,0.969580081642302,0.9806900690069008,0.9673273058945092,0.9861026102610262
Heel_Broadband_ultrasound_attenuation_direct_entry,0.2908661193566431,0.2871865696992479,0.16159252307178715,0.710204081632653,0.8253164556962025,2.688969142963434,4.787409014479318,0.960761427191908,0.976093609360936,0.963228462049587,0.9852985298529854
Heel_quantitative_ultrasound_index_QUI_direct_entry,0.32448307711286384,0.3230630351611266,0.15471657092845742,0.7346574993633818,0.825974025974026,3.0715138832461113,4.80783236381404,0.9695982845124692,0.9805820582058208,0.9673868422500512,0.9862946294629464
High_light_scatter_reticulocyte_count,0.3082198636392768,0.2983894006978669,0.13389804211955808,0.7227782832878374,0.8447488584474886,2.8796794953390226,5.517573381602526,0.969980278219954,0.9846803761375968,0.9686556368292312,0.9897869786978698
High_light_scatter_reticulocyte_percentage,0.31939864656945494,0.30969034536761164,0.1382734661929053,0.7326762699014405,0.8484848484848485,3.040668816361151,5.67985153108568,0.9740490431688156,0.9887188718871888,0.9700384046509896,0.9922352235223524
Hip_circumference,0.15213711542997935,0.14827005756685804,0.08635026074886071,0.5988659494038965,0.6434782608695652,1.5600375011846157,1.815456205454438,0.9356826583648168,0.9528761569179204,0.9499821702026352,0.96994899489949
IGF_1,0.26341566969583924,0.254926345559296,0.15013842767920674,0.6805087342935948,0.7881996974281392,2.3078387513187915,3.765651358533834,0.9617012411920712,0.979774916820842,0.966787425593442,0.99011101110111
Immature_reticulocyte_fraction,0.2631202423138437,0.25769328183032497,0.15262396836943354,0.6988006679823896,0.8078668683812406,2.5349492478877234,4.257744793892357,0.96494000931589,0.9806119448838104,0.9693575680727614,0.9883828382838284
Impedance_of_arm_left,0.12947647941550908,0.11841562242351096,0.10687287179533556,0.5647683682502213,0.5982274741506647,1.3355790377036774,1.49489209911157,0.8937529048272196,0.9004482530397486,0.944855482166116,0.9575277527752776
Impedance_of_arm_right,0.12615780779574695,0.11537435399838789,0.10525562172916172,0.5610332103321033,0.6215022091310751,1.3132987472389266,1.650178440711304,0.8790020084452526,0.8864432817113828,0.9437981943651138,0.9553555355535556
Impedance_of_leg_left,0.15238872307116516,0.14547442520216508,0.05432370189701921,0.598435655253837,0.6391752577319587,1.5569882884047417,1.781448323628248,0.922669026136113,0.937770216991636,0.942175815532646,0.9582358235823584
Impedance_of_leg_right,0.17122724697855374,0.16460401775051436,0.1307991581769763,0.6130364253060021,0.6705882352941176,1.6660721924644986,2.049918928400301,0.9575326951568044,0.9662822236786324,0.9645387445967942,0.9767416741674168
Impedance_of_whole_body,0.12992479576693047,0.1203340652033099,0.08939394517328995,0.5777908862999558,0.6044444444444445,1.4167798707027288,1.534578980138579,0.9115729476861116,0.9167384240618042,0.9506202649334876,0.9636843684368436
LDL_direct,0.2508267800500617,0.23744896969949425,0.2339172417537599,0.6435340874350352,0.6842900302114804,1.9240200037882145,2.1838279022027867,0.945295694134706,0.9811670602116176,0.954966492522199,0.987926792679268
Leg_fat_free_mass_left,0.14429522930796376,0.12466822982323192,0.1367525598694164,0.564561455406005,0.6064610866372981,1.3342305783490511,1.5477287368904633,0.824534582528551,0.8323857244519662,0.9468645439197044,0.9666126612661268
Leg_fat_free_mass_right,0.15000964866253427,0.12966905080597055,0.1228499400962749,0.563138415988157,0.6105417276720352,1.325654216192756,1.5747501793670535,0.8481501267465472,0.8506912774843349,0.9473483359239993,0.9692169216921692
