PHENO,PC1_COSSIM,PC1_ABS_COSSIM,PC1_PEARSON,PC1_ABS_PEARSON,PC1_SPEARMAN,PC1_ABS_SPEARMAN,PC1_COSSIM_ABS_RANK,PC1_PEARSON_ABS_RANK,PC1_SPEARMAN_ABS_RANK,EVENNESS_COSSIM,EVENNESS_PEARSON,EVENNESS_SPEARMAN,R2_PHENO_PCS,ADJ_R2_PHENO_PCS,LinearModel_NUM_SIG_VARS
Systolic_blood_pressure_automated_reading,-0.9283325418948392,0.9283325418948392,-0.003550359966286603,0.003550359966286603,-0.0024504217412167277,0.0024504217412167277,40,20,16,1.953948360614442,3.4124826540588815,3.3995642422518344,0.0010706256991683894,9.322156738744702e-4,10
Testosterone,-0.9142640428984233,0.9142640428984233,0.005838309025429702,0.005838309025429702,0.005320739513300182,0.005320739513300182,40,31,32,1.9750743549249605,3.1248571030045538,3.0944430586448908,0.0015688188977771428,0.0014304779013204483,5
Total_bilirubin,0.6542288366736646,0.6542288366736646,0.002112197607490062,0.002112197607490062,0.0013682766748022693,0.0013682766748022693,40,22,15,1.9718135773534187,3.2809786450368525,3.263678682359421,5.583746550292707e-4,4.198936530659392e-4,4
Total_protein,0.5848246529104741,0.5848246529104741,0.003263761436229389,0.003263761436229389,0.004433907863701291,0.004433907863701291,40,28,33,1.9799874590447266,3.390599423955686,3.36659428777428,5.330701785425453e-4,3.945856704321571e-4,6
Trunk_fat_free_mass,-0.7851072888986039,0.7851072888986039,0.003683829053848403,0.003683829053848403,0.003976301021277665,0.003976301021277665,40,16,17,2.046641805531112,3.250992908188782,3.3105155951317555,0.0030051816358267623,0.002867039659449011,17
Trunk_predicted_mass,-0.7100516894592592,0.7100516894592592,0.00440903579028956,0.00440903579028956,0.004522452375998283,0.004522452375998283,40,18,20,2.0792937801637086,3.2748931304576074,3.317343469996057,0.002961813218210968,0.002823665232775996,17
Urate,-0.1280395733106434,0.1280395733106434,-4.758917969230651e-4,4.758917969230651e-4,-6.589236278788653e-4,6.589236278788653e-4,40,7,10,2.4250907698332274,3.3650668020804417,3.3216455099988176,4.744108325591396e-4,3.3591819670553136e-4,4
Weight,-0.9192343742887467,0.9192343742887467,-8.262991749195598e-5,8.262991749195598e-5,-3.408479298636202e-5,3.408479298636202e-5,40,1,1,1.9871069430273174,3.4282620944098636,3.4301619018372107,0.0015309772109001706,0.0013926309711610463,15
Whole_body_fat_free_mass,0.017280624127090617,0.017280624127090617,0.0029580367564506493,0.0029580367564506493,0.0028330298161877436,0.0028330298161877436,38,14,12,3.3862631802108343,3.3524874419989925,3.379238534926256,0.0023361518636684482,0.002197917187616305,16
Whole_body_water_mass,-0.48216895716686287,0.48216895716686287,0.0033016938720943994,0.0033016938720943994,0.0031165997473110085,0.0031165997473110085,40,14,13,2.2043320617518485,3.3613822766325905,3.379996416647358,0.0025733437824395806,0.002435141971313004,18
