PHENO,PC1_COSSIM,PC1_ABS_COSSIM,PC1_PEARSON,PC1_ABS_PEARSON,PC1_SPEARMAN,PC1_ABS_SPEARMAN,PC1_COSSIM_ABS_RANK,PC1_PEARSON_ABS_RANK,PC1_SPEARMAN_ABS_RANK,EVENNESS_COSSIM,EVENNESS_PEARSON,EVENNESS_SPEARMAN,R2_PHENO_PCS,ADJ_R2_PHENO_PCS,LinearModel_NUM_SIG_VARS
Alanine_aminotransferase,-0.10543083203035586,0.10543083203035586,0.014657778602754638,0.014657778602754638,0.013533948168886182,0.013533948168886182,40,38,38,2.776132776046032,3.339012522073607,3.3532925237586086,0.0018620854981459911,0.0017237851362312817,15
Albumin,-0.9363770149976673,0.9363770149976673,7.970872381161181e-4,7.970872381161181e-4,0.001756250173110116,0.001756250173110116,40,4,9,1.9719015606578427,3.335394294066132,3.3638290103642805,0.0019472669283870053,0.0018089783690723449,14
Alkaline_phosphatase,0.9027659767000462,0.9027659767000462,0.005533141419936943,0.005533141419936943,0.0037508330527467894,0.0037508330527467894,40,32,28,1.9817706502411112,3.172667419815903,3.3153486105402723,0.0015508587187109395,0.0014125152337212121,6
Ankle_spacing_width_left,-0.12831848922138872,0.12831848922138872,0.0077051084842702745,0.0077051084842702745,0.00787891735159429,0.00787891735159429,40,29,30,2.7289773504738317,3.2868707161411383,3.284971932343835,0.0025758635345872315,0.0024376620725934384,10
Ankle_spacing_width,0.5460669695586485,0.5460669695586485,0.008084607436991837,0.008084607436991837,0.006838156558151022,0.006838156558151022,40,28,25,2.12037167624482,3.3165036035694304,3.262585716431898,0.0024637454999408056,0.0023255285030548967,14
Ankle_spacing_width_right,-0.5494898532852374,0.5494898532852374,0.0051746556416251725,0.0051746556416251725,0.005934472010865675,0.005934472010865675,40,21,28,2.1885208095779562,3.279254378957907,3.260700791012972,0.0035021795865029155,0.0033641064733508363,12
Apolipoprotein_A,-0.8047557649568574,0.8047557649568574,0.019283216568830298,0.019283216568830298,0.01936897030458022,0.01936897030458022,40,37,37,2.014673455947285,3.0718615179106643,3.109739832240217,0.002033784813893541,0.0018955082423559588,5
Apolipoprotein_B,-0.48031821984238326,0.48031821984238326,-0.0040696418818808545,0.0040696418818808545,-0.0037525246222660865,0.0037525246222660865,40,21,22,2.1216728636442457,3.4360213402322324,3.447015542449628,9.351612185125741e-4,7.967324234811057e-4,7
Arm_fat_free_mass_left,-0.6029403786816261,0.6029403786816261,0.002801726917696319,0.002801726917696319,0.0025873038881741852,0.0025873038881741852,40,14,12,2.135124258781951,3.3672240046077193,3.404367826186156,0.0024782309240092564,0.0023400159342000793,18
Arm_fat_free_mass_right,-0.8564789217245695,0.8564789217245695,0.0012640183278713264,0.0012640183278713264,0.001345869989965827,0.001345869989965827,40,7,8,2.034586694778927,3.3495421698980006,3.3499850070505963,0.0026215168883350344,0.002483321751995393,17
Arm_fat_mass_left,-0.9486008792405742,0.9486008792405742,-0.0030764477608619,0.0030764477608619,-0.002685663082586278,0.002685663082586278,40,18,17,1.9586611588795872,3.2720887402771757,3.280335922840813,0.002314998625603759,0.0021767610185935427,12
Arm_fat_mass_right,-0.8941605452774911,0.8941605452774911,-0.004908375652857857,0.004908375652857857,-0.004805607749463149,0.004805607749463149,40,25,25,1.9672143842088112,3.308096549445579,3.3116675571214933,0.002242422200067466,0.00210417453698597,14
Arm_fat_percentage_left,-0.9447882562572673,0.9447882562572673,-0.007530470478471623,0.007530470478471623,-0.006611463917299569,0.006611463917299569,40,31,26,1.9480351253051216,3.4091768154488538,3.423233142366357,0.001289390726267274,0.001151011012698877,11
Arm_fat_percentage_right,-0.9596013663255056,0.9596013663255056,-0.008836763546791386,0.008836763546791386,-0.008167397059242056,0.008167397059242056,40,30,30,1.9462115489103267,3.339093311780497,3.3457579967000655,0.0022267814070062227,0.0020885315767620316,15
Arm_predicted_mass_left,-0.8267384819058995,0.8267384819058995,0.0019392336232911572,0.0019392336232911572,0.001334183558875314,0.001334183558875314,40,10,6,2.0384296237676938,3.372805200875216,3.373961600894475,0.00233078674745958,0.0021925513280257602,17
