PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN,N_SNPS,N_TARGET_SNPS,MAX_MAG_BKGRD,MEDIAN_MAG_BKGRD,AVE_MAG_BKGRD,BETA_WILCOX_PVAL,VAR_BKGRD,SUM_BKGRD,MAX_MAG_TARGET,MEDIAN_MAG_TARGET,AVE_MAG_TARGET,VAR_TARGET,SUM_TARGET,SUM_RATIO_TARGET_BKGRD
Immature_reticulocyte_fraction,1,1,0,1,0.79,1,0.79,0.35,0.29,0.34,0.63,364,83,0.262099074884905,0.0251949227405247,0.03562555057307774,0.9999999999387604,0.00212639644943225,10.010779711034845,0.103585354459525,0.0164445369013334,0.0237673257388838,8.35918001136356e-4,1.9726880363273551,0.19705638254659316
Impedance_of_arm_left,1,1,0.69,1,0.9,1,0.9,1,1,1,1,738,366,0.088192238052942,0.01454907201223735,0.01755878691948799,1,4.078115649277991e-4,6.531868734049533,0.048312816651968,0.0109564411180323,0.01393731931817011,2.4672385135304277e-4,5.101058870450261,0.7809493849530839
Impedance_of_arm_right,1,1,0.04,1,0.04,1,0.04,0.45,0.64,0.92,1,479,110,0.0887655816685983,0.0143260758428862,0.01785206112978608,0.9999999894245492,4.361884222869734e-4,6.587410556891064,0.0410528608100602,0.0111130611051688,0.01453848590027131,2.6616178122823494e-4,1.599233449029844,0.24277118227539227
Impedance_of_leg_left,1,1,0.03,1,1,1,1,0.96,0.89,0.64,0.97,661,273,0.0933757503604679,0.01872771543101145,0.02323224308302484,1,7.1437373912628e-4,9.01411031621364,0.0559421037662065,0.014326535980728,0.01749354811955286,3.86170752317652e-4,4.775738636637931,0.5298069880560294
Impedance_of_leg_right,1,1,1,1,0.99,1,0.99,1,0.99,0.84,0.79,704,299,0.124436759699615,0.0186479001564,0.02335683278642713,1,7.383212829128463e-4,9.45951727850299,0.0653552058504449,0.014306624317501,0.01778497940667786,3.9609388934621736e-4,5.317708842596682,0.5621543558762052
Impedance_of_whole_body,1,1,0.6,0.99,0.67,0.99,0.67,0.93,0.91,0.78,0.95,529,105,0.133135994891029,0.01548369580967225,0.01914541877569701,0.9999999365618392,5.044852876508125e-4,8.117657560895532,0.0481428084148635,0.0125192371842359,0.01644398962193155,3.588989487447761e-4,1.7266189103028131,0.21269915580330717
LDL_direct,1,1,0,0.57,0.02,0.57,0.02,0.74,0.97,0.56,0.22,380,67,0.820398088770616,0.0292206371939076,0.0524380433807731,0.9999999999999992,0.00889101607198481,16.41310757818198,0.0735025679604273,0.0161125752396316,0.02094789485861167,5.780316465626669e-4,1.4035089555269824,0.0855114699542135
Leg_fat_free_mass_left,1,1,1,1,0.93,1,0.93,0.87,0.88,0.98,1,756,245,0.10850900874025,0.013297638733531,0.01635209850667515,1,3.750023764883187e-4,8.355922336911005,0.0451464648166429,0.0100492398564618,0.0128208568114301,2.1141253243237625e-4,3.1411099188003764,0.3759142069721023
Leg_fat_free_mass_right,1,1,1,1,0.88,1,0.88,0.91,0.93,0.66,0.8,863,333,0.10843850772789,0.01327117968943105,0.01635968230171318,1,3.726436699584829e-4,8.670631619907986,0.0539054937057623,0.0103061397613727,0.01327971668867116,2.3062139951863687e-4,4.422145657327496,0.5100142470790869
Leg_fat_mass_left,1,1,0.89,1,0.81,1,0.81,1,1,1,1,438,202,0.0840459796687152,0.01415975436466125,0.01694729939791214,1,3.705726754958056e-4,3.9995626579072665,0.0460174918393515,0.01139132967808455,0.01344561187220814,2.1396561043510675e-4,2.7160135981860463,0.6790776468563128
Leg_fat_mass_right,1,1,0.74,1,0.86,1,0.86,0.99,1,0.98,1,410,183,0.0848351917350393,0.0141857853875495,0.01754516137727652,1,4.030257089954847e-4,3.982751632641771,0.0405985611225043,0.0115663638748923,0.01343668509307112,2.0642803410867653e-4,2.458913372032016,0.6173905879240107
Leg_fat_percentage_left,1,1,0.13,0.95,0.03,0.95,0.03,0.46,0.45,0.67,0.46,226,65,0.0558987267308934,0.0110561888631004,0.01282020083891715,0.9999976046511764,2.0213703866221288e-4,2.064052335065662,0.0296541900818394,0.00924492956386234,0.0108917531011067,1.3262091120398283e-4,0.7079639515719356,0.34299709340917156
Leg_fat_percentage_right,1,1,1,0.94,0.68,0.94,0.68,0.81,0.58,1,1,325,159,0.0539841058097437,0.0111377600972871,0.01309015386750082,1,2.1092674625649936e-4,2.172965542005137,0.0415169052761952,0.00891023382550576,0.01026627244955723,1.225969880516082e-4,1.6323373194796007,0.7512025791137658
Leg_predicted_mass_left,1,1,0.49,1,0.36,1,0.36,0.81,0.44,0.95,0.96,810,293,0.107789869175742,0.0132651030037805,0.01620021150789482,1,3.673037468066718e-4,8.375509349581625,0.0452741575115579,0.00985236926922505,0.01261109571743761,2.0506524745626315e-4,3.6950510452092207,0.4411732935852787
Leg_predicted_mass_right,1,1,1,0.99,0.81,0.99,0.81,0.71,0.9,0.38,0.88,846,319,0.107317583136707,0.013264769771213,0.01635297656738651,1,3.727703555247168e-4,8.618018651012692,0.0463822378654662,0.0103224548169256,0.01327636336543003,2.298213296964434e-4,4.23515991357218,0.4914308131689309
Mean_corpuscular_haemoglobin,1,1,0,0.78,0.47,0.78,0.47,0,0,0,0,372,30,0.320325644326503,0.03064458439829145,0.04354233862238749,0.9999996155670302,0.00318493835537745,14.891479808856522,0.0958164205189415,0.0174766903254583,0.02383129223209981,8.739085382487201e-4,0.7149387669629944,0.04800992085002818
Mean_corpuscular_haemoglobin_concentration,0.99,0.98,0,0.96,0.66,0.96,0.66,0.33,0.29,0.52,0.59,119,11,0.151828384767269,0.0243252864774192,0.03047646117490936,0.979392983601056,0.00127422056822472,3.291457806890211,0.0466587278450463,0.0160340144443245,0.02156920705880551,6.560709233450162e-4,0.2372612776468606,0.07208394929146197
Mean_corpuscular_volume,1,1,0.5,0.93,0.11,0.93,0.11,0.14,0.07,0.18,0.27,586,55,0.277083855982214,0.0266519998436032,0.037598780393445,0.9985594235954268,0.0023978887178359,19.964952388919293,0.231081856890979,0.0211105117859327,0.03055062976664732,0.00195617840755914,1.6802846371656028,0.08416171521141087
Mean_sphered_cell_volume,1,1,0.74,1,0.99,1,0.99,0.9,0.71,0.89,0.89,704,208,0.468039705560499,0.0253638493291502,0.0352193281748234,1,0.00227787466163667,17.46878677471241,0.108809343388029,0.01535537376052315,0.02226750574593838,7.287673762879301e-4,4.631641195155185,0.2651381149067483
Mean_time_to_correctly_identify_matches,1,1,0.91,1,1,1,1,1,1,1,1,95,74,0.0271103445360577,0.0171404214061361,0.01852499722924515,0.999776994326602,3.664907997644118e-4,0.3890249418141482,0.0621888586205084,0.01393947911111805,0.01705879545912056,3.659225106962888e-4,1.262350863974922,3.244909845852491
Monocyte_count,1,1,0.94,1,0.69,1,0.69,0.23,0.78,0.18,0.79,367,42,0.523813136261492,0.0254298663785571,0.03684668307087485,0.9999999999696088,0.00305407433769556,11.975171998034329,0.0809616209506286,0.01590541685642835,0.0201782831516928,5.52955485788759e-4,0.8474878923710979,0.07077041503121703
Neutrophill_count,1,1,0,1,0.54,1,0.54,0.7,0.54,0.69,0.99,462,134,0.16886092094912,0.0227166410596835,0.02926713092956116,1,0.00124818068280585,9.59961894489606,0.0640932197944583,0.01529510003917425,0.01920647041581959,4.641860316009609e-4,2.5736670357198252,0.2681009580164842
Phosphate,1,1,0.38,1,0.96,1,0.96,1,1,0.99,0.96,245,95,0.192075677321289,0.0243170642733033,0.03827563886139285,0.9999999999781992,0.00272749215032636,5.741345829208928,0.0633519859412446,0.0168490311548097,0.02188446245386148,5.909091047345228e-4,2.0790239331168414,0.3621143883268394
Platelet_count,1,1,0,1,0.9,1,0.9,0.14,0.17,0,0.86,792,186,0.320493155380094,0.02547561471759304,0.03614333810324652,1,0.00218794123740868,21.90286289056739,0.0662797979038181,0.0174676894898088,0.02427484537739474,8.023610942517981e-4,4.515121240195422,0.20614297148067745
Platelet_crit,1,1,0.01,0.97,0.96,0.97,0.96,0.46,0.33,0.68,0.33,434,64,0.177668935199222,0.02726575989820739,0.03730594154423877,0.9999999696333765,0.00214349499998618,13.803198371368344,0.0599403257850534,0.0173614016203616,0.02383831066673529,7.562514564961173e-4,1.5256518826710588,0.11052886741348898
Pulse_rate_automated_reading,1,1,1,0.02,0.05,0.02,0.05,0.9,0.98,0.77,0.79,103,14,0.102181918891558,0.029994002197124,0.03646047162129642,0.9985048139254517,0.00172624505614767,3.244981974295382,0.0610513725475459,0.01794864100144599,0.02407292599095784,7.294020513782734e-4,0.3370209638734098,0.10385911741361548
Red_blood_cell_erythrocyte_count,1,1,0.46,0.93,0.87,0.93,0.87,0.94,0.88,0.36,0.46,394,48,0.146136643199675,0.02162610864500005,0.02858013159046638,0.9999997785320208,0.00121436827014146,9.888725530301368,0.0650038919887746,0.01421310881539825,0.02034083078057531,6.024191524947902e-4,0.976359877467615,0.09873465235492884
