PC1_ABS_COSSIM,PC1_ABS_PEARSON,PC1_ABS_SPEARMAN,PC1_COSSIM_ABS_RANK,PC1_PEARSON_ABS_RANK,PC1_SPEARMAN_ABS_RANK,EVENNESS_COSSIM,EVENNESS_PEARSON,EVENNESS_SPEARMAN,R2_PHENO_PCS,ADJ_R2_PHENO_PCS,LinearModel_NUM_SIG_VARS,SENSITIVITY_METRIC
0.054855996532281265,-0.15330403713122853,-0.14307349800634503,NA,-0.12016397841247584,-0.11819401240094968,0.022029126293032286,0.4337076813066679,0.3772697304321258,-0.20082068855046237,-0.2008206885504707,0.16963977211795084,PEARSON_CORR
0.01596771883592283,-0.22524924082697134,-0.2112463029060891,NA,-0.1670956419092527,-0.16323032455144454,0.0404437100315884,0.46332062482502023,0.4200002788220848,-0.24240278792646078,-0.24240278792646866,0.14557901496998638,SPEARMAN_RHO
-0.6220415517067804,0.04632193634211413,0.0385271744432764,NA,0.05290097886952206,0.043203417691045576,0.561792382309572,-0.0635930585984549,-0.14476443376787934,0.1340031056539155,0.13400310565391582,0.13160117030604992,COSINE_SIM
-0.02973675835282634,-0.14026997734352534,-0.10464233597288206,NA,-0.11570140565928445,-0.04903955829546176,-0.013280066880985195,-0.008834011197508007,0.02033672872430277,-0.057607464573172854,-0.0576074645731741,-0.10565704539202396,TOP10PCT_PREV
0.10396741555785051,0.01164879662879589,0.02901002375253578,NA,0.004015343470890563,0.059199930948719885,-0.11678569978959122,-0.07725293017075884,-0.042473263183553454,0.0418375341813037,0.04183753418131183,-0.04984883172943197,TOP1PCT_PREV
-0.028361223953780212,-0.13965755425871282,-0.10413774407978138,NA,-0.11398763407662253,-0.04806956429234065,-0.014445421293753551,-0.008513592040321908,0.020984008671549474,-0.059558909573343234,-0.05955890957334439,-0.10781093593508727,TOP10PCT_OR
0.10517311384112862,0.011005610377152855,0.028503379759302127,NA,0.0038341564631226527,0.059274817727174085,-0.1176395288861202,-0.0760852333558177,-0.04179772051418977,0.0408836262790955,0.04088362627910361,-0.050329283732854106,TOP1PCT_OR
0.11782510986576245,-0.2698059500781339,-0.26276195570400757,NA,-0.17724373286073725,-0.15548672577183079,-0.03965225710097951,0.20150314682627454,0.22275565965894148,-0.08437016008244388,-0.08437016008244093,0.18641208231649148,PERCENTILE_AVE_PREV_SLOPE
0.1031674259986517,-0.25038867471583526,-0.2482512535541074,NA,-0.12935209895336466,-0.11839463250634961,-0.042132598641482756,0.15002709573983233,0.15643765303176557,-0.038931909672948926,-0.038931909672942536,0.17022406527445819,PERCENTILE_AVE_PREV_SPEARMAN
0.22050778125260367,-0.1212249239705398,-0.12493351611705321,NA,-0.06945668882507362,-0.03761539562699776,-0.10143905070846598,0.24971004842250136,0.2811231440520351,-0.013025477364574423,-0.013025477364572125,0.21237672847214656,PERCENTILE_AVE_PHENO_SLOPE
0.16820438533187565,-0.006434655050891682,-0.009286817249076477,NA,0.06116874265937715,0.08645455880200008,-0.08640586831237851,0.07315291109887419,0.0665687995869767,0.027227261698729986,0.027227261698732293,0.13380056574654348,PERCENTILE_AVE_PHENO_SPEARMAN
