PC1_ABS_COSSIM,PC1_ABS_PEARSON,PC1_ABS_SPEARMAN,PC1_COSSIM_ABS_RANK,PC1_PEARSON_ABS_RANK,PC1_SPEARMAN_ABS_RANK,EVENNESS_COSSIM,EVENNESS_PEARSON,EVENNESS_SPEARMAN,R2_PHENO_PCS,ADJ_R2_PHENO_PCS,LinearModel_NUM_SIG_VARS,SENSITIVITY_METRIC
0.8282220103801463,0.01791630270356513,0.025714949442999444,NA,0.17298397250172176,0.2003613680758514,0.6830030504532009,0.2688382250891976,0.1331176941074161,0.7588160225587004,0.7588160225586903,0.9326308633293954,PEARSON_CORR
0.8037723507080403,0.011993766088433529,0.022753764617067043,NA,0.1504768692159491,0.23770836481327345,0.6052847503965986,0.10204649503680338,0.044774019743883904,0.4646879974291217,0.4646879974291038,0.9423242512431089,SPEARMAN_RHO
3.134712606720192e-5,0.4524663051821425,0.4578224126554906,NA,0.3577620637679719,0.47966688995274576,2.1130108704162275e-6,0.35246990058650984,0.10489667588822908,0.5841832561769202,0.5841832561769358,0.7624350351266228,COSINE_SIM
0.15057752129651295,0.9783179966453888,0.9734889217317768,NA,0.7771306813088874,0.47111442660837355,0.14364941041320667,0.9757338621183829,0.6868136255739514,0.8980099404089954,0.8980099404089628,0.22899210846056509,TOP10PCT_PREV
0.7166918289081597,0.5612016401508284,0.5192787157145671,NA,0.5840991998239276,0.49945509189989923,0.6932483243945976,0.5699385164785205,0.7016436687910748,0.8425001874118081,0.8425001874118225,0.9826305994515315,TOP1PCT_PREV
0.1455925012230249,0.9746700978444514,0.9729539103969034,NA,0.7850999569183704,0.474067573334634,0.13664559664165057,0.9789469028744868,0.6798582292420199,0.9026171362727542,0.9026171362727207,0.230971537144663,TOP10PCT_OR
0.7209296629923214,0.5648125927595555,0.5227305100813637,NA,0.5881987309242716,0.5018896905061165,0.6957474057335525,0.5726134183006861,0.702034501232286,0.8388959069009527,0.8388959069009672,0.9810578381204844,TOP1PCT_OR
0.4781674984854962,0.11723928240584894,0.10523193252141311,NA,0.66884510429797694,0.6652973214700613,0.886398389894651,0.27638116285287584,0.14874717890104555,0.29466436652927686,0.2946643665292852,0.9590657567239573,PERCENTILE_AVE_PREV_SLOPE
0.7607626843673174,0.310195418385443,0.2904377451610821,NA,0.5875885442588458,0.6500239890816952,0.654826365327188,0.7180729496592707,0.6556663770667788,0.3056040079442803,0.30560400794429265,0.3850641281999231,PERCENTILE_AVE_PREV_SPEARMAN
0.00898440094325233,0.48845947895370123,0.44172990478826235,NA,0.7953443094310144,0.9283811779526118,0.20677947472041713,0.03986006752150186,0.027330220094515443,0.2043860896385349,0.20438608963854007,0.805954311934463,PERCENTILE_AVE_PHENO_SLOPE
0.04148805308235405,0.8980436565352872,0.835852061283078,NA,0.5667365834909026,0.533091797705002,0.1132833548495256,0.18360461051552834,0.31271291494935344,0.12203261003130249,0.12203261003130172,0.5074763428301692,PERCENTILE_AVE_PHENO_SPEARMAN
