PC1_ABS_COSSIM,PC1_ABS_PEARSON,PC1_ABS_SPEARMAN,PC1_COSSIM_ABS_RANK,PC1_PEARSON_ABS_RANK,PC1_SPEARMAN_ABS_RANK,EVENNESS_COSSIM,EVENNESS_PEARSON,EVENNESS_SPEARMAN,R2_PHENO_PCS,ADJ_R2_PHENO_PCS,LinearModel_NUM_SIG_VARS,SENSITIVITY_METRIC
-0.08898625056267517,0.07367898269065536,0.10396696338675855,0.043544653269650915,-0.049962464036755236,-0.04099666898767425,0.20142323550528468,-0.2811638962732599,-0.13164250369937036,0.41194919297179716,0.41194919297179716,0.2633930794122453,PEARSON_CORR
-0.07743605580283436,0.05951595643675936,0.08619200412634938,0.04113996182745764,-0.07385739093455952,-0.06871408270970647,0.19158994618376549,-0.2540245520616965,-0.1257468476018088,0.41059070495140193,0.41059070495140193,0.27086779741334466,SPEARMAN_RHO
-0.3000535210940197,0.05557253986657316,0.05152395620619051,-0.2614935283822531,-0.10493013956066738,-0.10324623318998985,0.4357383649950515,0.09099764689492135,0.1919639761988981,0.2755519511116097,0.2755519511116097,0.2871111892459589,COSINE_SIM
-0.12274991600739184,-0.10372721235975495,-0.09669874354215417,0.11314307349530571,-0.10668094774564447,-0.11619170604020053,0.07681658039236502,-0.0658345978648638,-0.02645225356624206,0.09734811294378033,0.09734811294378033,0.056861477873971104,TOP10PCT_PREV
0.023145897535424443,-0.23988087371490627,-0.25622814128117966,5.545699169716502e-4,-0.2155303627938707,-0.2417768656478402,-0.017932341407395667,0.01690108854690646,-0.0011267392364604307,-0.08374155172676252,-0.08374155172676252,-0.078051411772084,TOP1PCT_PREV
-0.11700444123387131,-0.10649963505061483,-0.09683521336201886,0.11314631722958471,-0.10591924631402817,-0.113040161228986,0.06977101270442897,-0.05806292872199948,-0.017896369806747865,0.09404666481155441,0.09404666481155441,0.054574796414393896,TOP10PCT_OR
0.023145897535424443,-0.23988087371490627,-0.25622814128117966,5.545699169716502e-4,-0.2155303627938707,-0.2417768656478402,-0.017932341407395667,0.01690108854690646,-0.0011267392364604307,-0.08374155172676252,-0.08374155172676252,-0.078051411772084,TOP1PCT_OR
-0.16380611221718577,0.1281429633102274,0.1420798469837176,-0.0773559063992034,0.0853877838587002,0.09847677191312174,0.2418908440316718,-0.13087306518051384,-0.1954791122368025,0.257221416072511,0.257221416072511,0.10339013568480145,PERCENTILE_AVE_PREV_SLOPE
-0.08157538289829913,0.07481720701578148,0.07185811870563959,-0.08025531826681073,-0.002398334288835366,-0.004921261582522736,0.1922261948052829,-0.0682881218411458,-0.10205991036141052,0.27273248773346626,0.27273248773346626,0.20755712523052636,PERCENTILE_AVE_PREV_SPEARMAN
-0.09949698100936698,0.24061012061436324,0.18969714126824241,-0.0443812572592428,0.20846358428996417,0.1315968528172375,0.18236658856148938,-0.18181297911228148,-0.2278961932635884,0.24870427256140307,0.24870427256140307,0.0623081857337822,PERCENTILE_AVE_PHENO_SLOPE
-0.12563628130494914,0.1155708632070914,0.05498735996913174,-0.11921357905861671,0.08752593424639368,0.009588819199137712,0.1837368540823367,-0.12393642891271131,-0.194661748108854,0.1493578169359535,0.1493578169359535,0.013452080034667298,PERCENTILE_AVE_PHENO_SPEARMAN
