TYPE,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN
original,0.25834010088306053,0.24122506725822446,0.17461271463048447,0.6666157372039725,0.7268518518518519,2.152936213172804,2.6852940482711443,0.9614415103482429,0.9819141914191419,0.9538753802277206,0.9871467146714672
shuffle,0.24409159885449833,0.22749663349973287,0.1702698504237465,0.6595485051860891,0.7114503816793893,2.0796367271135714,2.4868032446263744,0.9596682546233108,0.9800238825491925,0.9523635174525743,0.9852745274527452
shuffle,0.24090616573848883,0.2239624195466947,0.15964397273623032,0.6538109756097561,0.7480798771121352,2.0223076435731158,2.99928174093771,0.9533995990424905,0.9738612293078379,0.950777627213149,0.9857905790579058
shuffle,0.24316878130929662,0.22647437821258004,0.15924228181520217,0.657947070521646,0.7120743034055728,2.062938319517744,2.494144295982485,0.95885931823661,0.9757335733573358,0.9529463012078909,0.9864506450645064
shuffle,0.24103309480690505,0.22494402215222817,0.19391075178966252,0.6513439218081857,0.7035330261136713,1.9979535322946358,2.392570818258178,0.9592600907535448,0.9768946201502721,0.9546160504031528,0.9858145814581459
shuffle,0.24321722540877433,0.22654997194509463,0.2057700789137181,0.6578706528370958,0.7245053272450532,2.0626341196910976,2.6539119200646644,0.9518618161253852,0.9742183444938673,0.949831150565198,0.9865346534653466
shuffle,0.24330353823916914,0.2265114963985344,0.13476994538808043,0.6527777777777778,0.730593607305936,2.011993410214168,2.73736730783952,0.9596570758453867,0.9815691016218846,0.9544682025999761,0.9902190219021902
shuffle,0.24632308114965648,0.22961371186847865,0.20897421484499815,0.6573565323565324,0.6914893617021277,2.0573618220183714,2.25890794827,0.9528116434882951,0.9694507617982024,0.9516222117529356,0.9874587458745875
shuffle,0.24494326296408261,0.22844602037432335,0.16250961814535364,0.6612656679914399,0.7134146341463414,2.096864890936194,2.510992929732888,0.9524336530864196,0.9701617476697919,0.9518195779343841,0.985994599459946
shuffle,0.24548302170062275,0.2285255996904194,0.14782444170271722,0.6467266900656188,0.7415384615384616,1.9539616287431814,2.8970067206439567,0.950644151548397,0.9748302565374476,0.9510645384734803,0.9868346834683468
