VAR_BETAS,MAX_ABS_BETAS,MEAN_ABS_BETAS,VAR_PP_CORS,MAX_ABS_PP_CORS,MEAN_ABS_PP_CORS
1.219505547603256e-7,4.939297169362268e-4,3.3234668078564223e-4,0.008552000856338593,0.2930410456979841,0.07648610809871517
1.2196619904425517e-7,4.937572532749018e-4,3.3237818310689703e-4,0.011377001638628658,0.30327864227064455,0.08656007514125875
1.2196969855428207e-7,4.937237005323593e-4,3.3238357551323825e-4,0.007525043177540633,0.21970696702902406,0.0697928325429309
1.2198695171440725e-7,4.949592971244666e-4,3.324069969389766e-4,0.010996178866504981,0.2560604675198943,0.0847967667304488
1.2194942335361024e-7,4.938274108113276e-4,3.3233297436111443e-4,0.010265888495909928,0.28734196851013116,0.07982496195458667
1.2197859266005663e-7,4.946649919406036e-4,3.3239184637375274e-4,0.008271568598858692,0.3034090774996086,0.0749851818386765
1.2195818252677615e-7,4.941876730962421e-4,3.3232983968984296e-4,0.011348521870645278,0.3073034849189819,0.08419490574756182
1.219360646031439e-7,4.952382245614078e-4,3.323411249092202e-4,0.010336485025854197,0.3243511214337066,0.08542366952786772
1.219876697831087e-7,4.943396989727983e-4,3.324374158999663e-4,0.00980022343711097,0.3261221650063009,0.08044873191464776
1.2191982431289394e-7,4.938563832992661e-4,3.3229975753744286e-4,0.00886634912533464,0.24825349579717623,0.07502259967755535
1.2197012715058383e-7,4.941439647539494e-4,3.323730594865516e-4,0.009729333729333666,0.34144031698334987,0.07721935296059634
1.2196198986377495e-7,4.943372252271752e-4,3.3237972540020426e-4,0.010636368537511605,0.25736063085613886,0.0833345145529469
1.2197171893789199e-7,4.950240353490445e-4,3.3237737726748284e-4,0.009451626311884195,0.26779571709759625,0.07748989523329741
1.2196877977561485e-7,4.943417240713688e-4,3.32366083800539e-4,0.00816689611789374,0.27098344515057343,0.0702665826798772
1.220201101273215e-7,4.944838592391773e-4,3.3243223797905613e-4,0.011326871070496305,0.28438163401381245,0.08686650740893885
1.2196572246934812e-7,4.948379782776341e-4,3.3238043712358143e-4,0.01040569716122092,0.27881890452282326,0.07983112342127242
1.2194788615091037e-7,4.946095782075625e-4,3.323595773257989e-4,0.011107782872519076,0.2954088241484257,0.08466610406928836
1.2193868049728181e-7,4.951392522167445e-4,3.3234485337124426e-4,0.011823170977440015,0.31172518330660265,0.08700292494821281
1.2191460832059284e-7,4.953935193056934e-4,3.322908954573048e-4,0.011056321130021517,0.2948627935778279,0.08351353150005601
1.2199166889453803e-7,4.950590028918399e-4,3.323760584661863e-4,0.00929775102237117,0.2870318013106456,0.07603751352113929
1.2192080673248313e-7,4.945407398293928e-4,3.323031759856863e-4,0.008980058667461068,0.26596844382041807,0.07643814108528087
1.219809209040525e-7,4.951172382097487e-4,3.323959648408385e-4,0.009382351922557416,0.2895555013861638,0.07848882647313224
1.219607660262679e-7,4.944493815423114e-4,3.323930994900286e-4,0.009164494639493238,0.28419751832541856,0.07629415995392096
1.2191575806610082e-7,4.936007158113557e-4,3.323307441268395e-4,0.010069158891433052,0.31351933091354184,0.07988141390816256
1.2200058758845795e-7,4.945846111209109e-4,3.3237429816739407e-4,0.009777729797199427,0.29379595575869766,0.07842827027649882
1.2196204333036065e-7,4.937664124699196e-4,3.3235283345853966e-4,0.012446328549448101,0.2654758798343806,0.09162770139217948
1.219082705344996e-7,4.941223822549476e-4,3.3229832263097854e-4,0.010513982710585845,0.2786711034275327,0.08184048959658866
1.2200814035402533e-7,4.940874793565688e-4,3.324391735968026e-4,0.011686741913457843,0.30815624036384814,0.08917321001170653
1.2197672963563285e-7,4.955915025116534e-4,3.3238136531192614e-4,0.009799438409449133,0.31340876202528256,0.08085999167304966
1.219827063086478e-7,4.949236020084143e-4,3.3239437898172796e-4,0.009691089178145066,0.2851981008336341,0.07858167335963527
1.2193655198878494e-7,4.952770301450344e-4,3.3232165364767305e-4,0.012098669723523539,0.29656603610236704,0.08895544916928216
1.2193518632741918e-7,4.939542764139675e-4,3.323503599410903e-4,0.007906772831020285,0.2733462224082912,0.07079614363383556
1.2197156024888347e-7,4.949899693883004e-4,3.323791236827346e-4,0.010188854080377676,0.25392512902272035,0.08181560020901965
1.2190257303012593e-7,4.945003312816032e-4,3.3228523528361327e-4,0.008899774094597296,0.2589483903317596,0.07734047586716322
1.2196259570268522e-7,4.93775324658876e-4,3.3236375008381815e-4,0.011060728540642769,0.35321715019877503,0.08268287575623101
1.219604875187739e-7,4.944141791601136e-4,3.3236677856608634e-4,0.009112987106655056,0.2891141600804271,0.07523273015270159
1.219907340224877e-7,4.952601157210914e-4,3.324098043102165e-4,0.009816207099208302,0.32724048769025027,0.07863221262848688
