VAR_BETAS,MAX_ABS_BETAS,MEAN_ABS_BETAS,VAR_PP_CORS,MAX_ABS_PP_CORS,MEAN_ABS_PP_CORS
1.220418087189787e-7,4.944133768803191e-4,3.324980870853917e-4,0.010253336492266294,0.2614827690351424,0.08179806235983332
1.2196565541263648e-7,4.948055130492284e-4,3.3237761721356104e-4,0.008847543560478094,0.2615553655279196,0.07529674969192371
1.2196991952667947e-7,4.944141995339773e-4,3.323514273739259e-4,0.008807636650631391,0.29576952954398955,0.0745639506515558
1.2202239009569076e-7,4.947139448600818e-4,3.325108455499566e-4,0.010699052585590892,0.3098241832573907,0.08357293328993204
1.219809000368171e-7,4.947147925289184e-4,3.323515556797581e-4,0.010762403322189685,0.2632702962247879,0.08209508207982387
1.219524627547936e-7,4.943579904992536e-4,3.324071621124311e-4,0.009188911775888165,0.23622253547938835,0.07812530169538487
1.21945460974133e-7,4.94100545486067e-4,3.32294597185901e-4,0.010111044222347699,0.32630007121674154,0.07600224349516585
1.2194790316370303e-7,4.942352614823612e-4,3.323270493233808e-4,0.009849258708505663,0.32640116385150597,0.07891085037718434
1.219674267806171e-7,4.942673769639617e-4,3.323871452377414e-4,0.011936652191804575,0.2738143200452325,0.0891078767112171
1.2197626989751762e-7,4.930744245870134e-4,3.323586620328971e-4,0.010894575672123622,0.2989952803568812,0.08584455682489524
1.219210927756361e-7,4.947644436672285e-4,3.3232335316090426e-4,0.012677742304045135,0.303106707194954,0.09056901280969709
1.2199228805518336e-7,4.953608618922479e-4,3.3245605675793626e-4,0.010638069954050658,0.3881203563429194,0.0841669667856807
1.219192484232013e-7,4.953059955344559e-4,3.323121256918599e-4,0.011616350595650488,0.32945324675923565,0.08702324930740842
1.2199027997150825e-7,4.944580505806113e-4,3.3239101469392996e-4,0.009529665008054904,0.21570250116049194,0.08090841434351032
1.2196162826606307e-7,4.944766955499136e-4,3.3234908817609827e-4,0.010487131547325381,0.2566341805567001,0.08266141543446236
1.219595737126646e-7,4.94823683315364e-4,3.323558168967796e-4,0.011571523802104982,0.29759709805075785,0.08486426351694219
1.219461730103557e-7,4.960053640468869e-4,3.323488583426335e-4,0.009249166090771213,0.2948592176633818,0.07678059658945868
1.2200810428016705e-7,4.944364838943077e-4,3.32417287622499e-4,0.010985135322696203,0.33746019780686354,0.08230692891818465
1.2195925840997188e-7,4.956594649414114e-4,3.323625896473275e-4,0.009631054648964755,0.29056917172563745,0.07880035285976975
1.219374368577192e-7,4.94862147628691e-4,3.3238223763415e-4,0.010020388930211063,0.3445438494980889,0.07929355284731525
1.2197280055385316e-7,4.948479814533046e-4,3.324277245896541e-4,0.009984199885897592,0.26598071031420856,0.07954186334498549
1.2194930260987377e-7,4.96516837049689e-4,3.32360416852398e-4,0.010571426212826094,0.30784498907232066,0.08227731532284853
1.2194848311506107e-7,4.951202629160755e-4,3.323383031118914e-4,0.011255098837159846,0.30123773793602093,0.08779938201179485
1.2199402099820977e-7,4.945792358183394e-4,3.324191345719698e-4,0.0108202695561068,0.27514106101184943,0.0841819780605803
1.2192883222897863e-7,4.953100556056774e-4,3.3233958397128996e-4,0.010889244461207852,0.34727038304607094,0.08384477024369333
1.2193888508328753e-7,4.938102093563845e-4,3.3233278205404556e-4,0.010178227071555523,0.3011640170563271,0.08157616527806645
