PHENOTYPE,N_SNPS,N_TARGET_SNPS,MAX_MAG_BKGRD,MEDIAN_MAG_BKGRD,AVE_MAG_BKGRD,BETA_WILCOX_PVAL,VAR_BKGRD,SUM_BKGRD,MAX_MAG_TARGET,MEDIAN_MAG_TARGET,AVE_MAG_TARGET,VAR_TARGET,SUM_TARGET,SUM_RATIO_TARGET_BKGRD
Creatinine,297,29,0.146670725667743,0.0201328618418311,0.02688252709067657,0.9989441237135113,0.0010504008037454842,7.20451726030132,0.0551274117542183,0.0169054964673914,0.01937960107667062,4.577707752724858e-4,0.562008431223448,0.07800778468812256
Cystatin_C,290,23,0.623662909084188,0.0235013087605932,0.036726877749500904,0.9997319429797548,0.004385279667625423,9.80607635911674,0.0497583374601688,0.0172372150817448,0.020802300065979905,5.782616598410487e-4,0.4784529015175378,0.048791472143975154
Diastolic_blood_pressure_automated_reading,297,37,0.0820148046041491,0.019773689124135,0.02424133555445472,0.9628767312864233,7.28162194511129e-4,6.302747244158228,0.0664131194114035,0.0183744156281701,0.02368297641652524,7.751645405875582e-4,0.876270127411434,0.13902986958958488
Eosinophill_count,579,73,0.178916723635998,0.024123024732871402,0.031200786570452253,0.9999999999537162,0.0013476294564313959,15.787598004648839,0.0595919050848777,0.0164249240329455,0.021473894362027228,6.15861656960776e-4,1.5675942884279876,0.09929276688995956
Forced_expiratory_volume_in_1_second_FEV1,456,76,0.0870024562777739,0.01481779970370975,0.018129372502620148,0.9299724945720164,4.3775460139075127e-4,6.889161550995656,0.0573456391312927,0.0131805176827056,0.01931419426829876,5.147097938407715e-4,1.4678787643907059,0.2130707421396673
Forced_vital_capacity_FVC,346,44,0.106447443832448,0.0153755213223807,0.019326946966298518,0.9952017538714708,5.137513808009758e-4,5.836737983822152,0.0473714705499708,0.0131013355322989,0.017205566205402367,4.0257131717911647e-4,0.7570449130377042,0.129703425978008
Gamma_glutamyltransferase,273,17,0.275130967835782,0.025033246584512052,0.035306785456509046,0.9965123408606689,0.0020908423306926936,9.038537076866316,0.0579792203955191,0.0199659895276769,0.0241420068113453,7.972710889510899e-4,0.4104141157928701,0.04540713970663511
Glycated_haemoglobin_HbA1c,402,39,0.224231049765561,0.0248456348755247,0.0347610854049219,0.9999570590050507,0.0019949706512376684,12.61827400198665,0.0723512377999088,0.016119918650713,0.02416844453059513,8.366507772140021e-4,0.9425693366932101,0.07469875329580018
Haematocrit_percentage,318,39,0.266885152723538,0.0185177275115582,0.025660854981562935,0.9998953594687934,0.0013543294010452405,7.159378539856059,0.0551012197893607,0.0130509996765511,0.018597174028211597,4.814475875157641e-4,0.7252897871002523,0.10130624928722297
Haemoglobin_concentration,366,47,0.154524941256475,0.0174184088358173,0.023192723876377476,0.9999972979582978,8.630012116367209e-4,7.398478916564415,0.055631470802892,0.0118846451730538,0.016064574612490806,3.1485022578478825e-4,0.7550350067870678,0.10205273479885493
HDL_cholesterol,273,20,0.285932309964897,0.0255364757389731,0.04072390325566367,0.999964094645967,0.0032459500860696207,10.303147523682908,0.0402528190730419,0.01650262031815545,0.01916475061094896,3.9278631765128066e-4,0.3832950122189792,0.03720173969536337
Heel_bone_mineral_density_BMD_left,224,32,0.340245899825858,0.0370565324827473,0.04691882933812631,0.9991947293837886,0.003372808396773338,9.008415232920251,0.076725521625588,0.029336652877728298,0.034845845975967155,0.0014507585046215628,1.115067071230949,0.12378060318046402
Heel_bone_mineral_density_BMD,458,62,0.299180311763684,0.0280968516852982,0.03853520630007029,0.9999999966192077,0.0022730872810033105,15.259941694827836,0.115003508079722,0.02059722482483795,0.026815674806190366,0.0010230104173585381,1.6625718379838026,0.10895007800372594
Heel_bone_mineral_density_BMD_right,137,12,0.307269135223799,0.0407377916489748,0.05454892339519559,0.9996432847428133,0.004521422176766775,6.818615424399448,0.0695523408201997,0.0263290371692238,0.03303252796004974,0.0014307797994097169,0.39639033552059694,0.058133552172801875
Heel_bone_mineral_density_BMD_T_score_automated_left,214,27,0.340853015061479,0.0374735183116639,0.04754573187184909,0.9999498870795263,0.0034509574718825267,8.891051860035779,0.0810535138572642,0.0271117969153931,0.03462820031737932,0.001479902100348953,0.9349614085692417,0.10515757002518253
Heel_bone_mineral_density_BMD_T_score_automated,463,69,0.300246578464082,0.02800241874384045,0.038560914932014995,0.9999999986759993,0.002298780435989436,15.193000483213908,0.115248717439683,0.0208006806501183,0.027000368837066233,0.0010279737454702337,1.86302544975757,0.1226239314489555
Heel_bone_mineral_density_BMD_T_score_automated_right,126,11,0.307548554809047,0.0426867557252019,0.056643116315905497,0.9999478831502167,0.004781444764533264,6.513958376329132,0.0607967993439808,0.0240891213935551,0.030303567419133565,0.0012114641380568975,0.3333392416104692,0.051173069023864225
Heel_Broadband_ultrasound_attenuation_direct_entry,404,55,0.227757971456154,0.0277613907539912,0.03663024123801864,0.9999194277894565,0.0019705903101935565,12.783954192068506,0.0802921162828908,0.022016966036162,0.030726634785324794,0.0013534750061572768,1.6899649131928636,0.13219422471345846
Heel_broadband_ultrasound_attenuation_left,90,8,0.284707804412476,0.0443213535731949,0.05806173284989403,0.9978609091927165,0.004941143084215564,4.761062093691311,0.0964634296561742,0.024296745674911552,0.0357946397956875,0.002109228250406122,0.2863571183655,0.06014563824843623
Heel_broadband_ultrasound_attenuation_right,172,16,0.260411693866665,0.03651622943861345,0.048870222566161386,0.8333141793144555,0.003616632354016004,7.623754720321176,0.112857708959183,0.0334542277265298,0.04529168064073494,0.0030540084016749992,0.724666890251759,0.09505380443577939
Heel_quantitative_ultrasound_index_QUI_direct_entry_left,214,27,0.340856203541436,0.0374710179440714,0.0475460900177279,0.9999498870795263,0.00345100097974229,8.891118833315117,0.0810657190808988,0.0271111452589103,0.03462790035413815,0.0014799120548173643,0.9349533095617302,0.10515586700499943
Heel_quantitative_ultrasound_index_QUI_direct_entry,463,69,0.300250594004665,0.0280032092860343,0.03856118824193973,0.9999999986759993,0.0022988069175250325,15.193108167324253,0.115249410153651,0.0207992819283727,0.027000417502626307,0.0010280029148218987,1.8630288076812151,0.122623283344222
Heel_quantitative_ultrasound_index_QUI_direct_entry_right,126,11,0.307540140524349,0.0426855176326231,0.05664211246779278,0.9999497044838473,0.004781241798125678,6.51384293379617,0.0607940743189322,0.0240849490343378,0.0303030290683823,0.001211425809750384,0.3333333197522053,0.05117306682707249
High_light_scatter_reticulocyte_count,412,45,0.188716202767644,0.0262596487568013,0.03622569856097484,0.9999553939959283,0.0020430438039664156,13.294831371877764,0.0635521024359438,0.019084432237837,0.025235143943212957,8.883695391820462e-4,1.135581477444583,0.08541525993677897
High_light_scatter_reticulocyte_percentage,365,36,0.186498801138712,0.0280814030730393,0.03792335365348286,0.9999626307013995,0.002235802722160335,12.476783351995861,0.0743257584005727,0.0178478735044498,0.02581799214585717,9.561290401150023e-4,0.9294477172508582,0.07449417778839433
Hip_circumference,302,34,0.09962274322761,0.0193938978869519,0.024488090666418737,0.9885634918683871,7.976596517749639e-4,6.562808298600221,0.0542887248206726,0.01794257777453645,0.02074105832832592,5.289547357874259e-4,0.7051959831630813,0.1074533874947242
IGF_1,571,60,0.272766336893564,0.0217522291710857,0.030622293857869982,0.9999935619195083,0.0015235192352469756,15.647992161371562,0.0559943464405936,0.0171809205696005,0.021615225334847787,5.901986678754272e-4,1.2969135200908672,0.0828805067587145
Immature_reticulocyte_fraction,364,39,0.262099074884905,0.0238293527910634,0.033747832615123936,0.9994702257328011,0.0019179690222768258,10.96804559991528,0.103585354459525,0.0170277978120997,0.026036465319151776,0.0010991154041728613,1.0154221474469194,0.09258004429291967
Impedance_of_arm_left,738,238,0.088192238052942,0.01361398675565755,0.016558268985903724,1,3.61813100692455e-4,8.279134492951862,0.043427547611177,0.01062401182234625,0.01409156769557955,2.5732929246685156e-4,3.3537931115479327,0.40508982121296155
Impedance_of_arm_right,479,70,0.0887655816685983,0.014144177250667,0.017484693568194508,0.9999969684036175,4.1588541782610754e-4,7.151239669391553,0.0410528608100602,0.01102187048213835,0.014791490521847929,2.8648185409400147e-4,1.035404336529355,0.14478669215367662
Impedance_of_leg_left,661,129,0.0933757503604679,0.0172253934316673,0.021583374916254422,0.9999999999999989,6.132218168599271e-4,11.482355455447353,0.0559421037662065,0.0133662606729932,0.01788754649150557,4.367169759671709e-4,2.3074934974042183,0.2009599429627062
Impedance_of_leg_right,704,146,0.124436759699615,0.01732062166545465,0.02156981677491734,0.9999999873542366,6.25935643946633e-4,12.035957760403877,0.0653552058504449,0.01449259761437345,0.018775810689697227,4.645568751736838e-4,2.7412683606957953,0.2277565620672143
Impedance_of_whole_body,529,79,0.133135994891029,0.01541424136386265,0.018986951178435397,0.9999997264220881,4.935922586192213e-4,8.544128030295928,0.0481428084148635,0.0123575282953961,0.016457575201296423,3.7315980569508896e-4,1.3001484409024173,0.15216865153381676
LDL_direct,380,29,0.820398088770616,0.0264323507194148,0.04884288046537749,0.9999920804240652,0.00799519138788235,17.1438510433475,0.0735025679604273,0.0167193231405418,0.02319881001246419,7.883802789842396e-4,0.6727654903614615,0.039242378428300764
Leg_fat_free_mass_left,756,102,0.10850900874025,0.0126191372848788,0.015598873269550317,0.9999999993712665,3.388979357883503e-4,10.201663118285907,0.03867612581043,0.0100673629076144,0.012699697425739932,2.107454051260778e-4,1.295369137425473,0.12697627067331763
Leg_fat_free_mass_right,863,148,0.10843850772789,0.012506368114191,0.015527530602979464,0.9999999994373743,3.33312527211285e-4,11.102184381130318,0.0419840422482496,0.010073013232810901,0.013449952000710579,2.4247106013597185e-4,1.9905928961051655,0.17929740920970927
Leg_fat_mass_left,438,115,0.0840459796687152,0.0132008013567073,0.01580418799340939,0.9999999329546978,3.1725657249159176e-4,5.1047527218712325,0.0460174918393515,0.0113610413527,0.01400716116714852,2.452894710193047e-4,1.6108235342220798,0.31555368535688944
Leg_fat_mass_right,410,86,0.0848351917350393,0.013355145104705899,0.016145327004202008,0.9999997436184359,3.3553552597750746e-4,5.231085949361451,0.0405985611225043,0.011315448412716402,0.014076500643166703,2.3612768602906918e-4,1.2105790553123366,0.23142021886681285
Leg_fat_percentage_left,226,23,0.0558987267308934,0.0106452160794135,0.01236133535126183,0.9804272091851917,1.869155125918158e-4,2.5093510763061513,0.0296541900818394,0.00901457529867784,0.011420226536149828,1.2947258010077237e-4,0.2626652103314461,0.10467455622753993
Leg_fat_percentage_right,325,86,0.0539841058097437,0.0104652760262699,0.012303614643047238,0.9999999997237304,1.8472012354574856e-4,2.94056389968829,0.0415169052761952,0.008669863732439775,0.010055104206935436,0.00011920409874501478,0.8647389617964475,0.2940724946967188
Leg_predicted_mass_left,810,135,0.107789869175742,0.0125068817393359,0.015361316287040488,0.9999999999957829,3.2881055274391923e-4,10.36888849375233,0.038146301908307,0.00967708497828557,0.012604977044729742,2.0734557024745153e-4,1.7016719010385153,0.16411324145918252
Leg_predicted_mass_right,846,139,0.107317583136707,0.0125094720670907,0.015582892140162119,0.9999999998116691,3.3573661753594203e-4,11.017104743094617,0.0381627670024604,0.00990765697871688,0.013209164183383118,2.321982121710238e-4,1.8360738214902534,0.16665665474779856
Mean_corpuscular_haemoglobin_concentration,119,7,0.151828384767269,0.024325286477419203,0.03030131797541048,0.9808869134457056,0.0012535238667054078,3.393747613245974,0.0409376927560258,0.0160340144443245,0.019281638755871116,4.038520599784754e-4,0.1349714712910978,0.03977062724531934
Mean_corpuscular_haemoglobin,372,21,0.320325644326503,0.0305150023935747,0.04301351871923059,0.9999894792503803,0.0031210541130744195,15.097745070449937,0.0958164205189415,0.0178226477390542,0.024222547874741842,9.724494889792774e-4,0.5086735053695787,0.03369201844354757
Mean_corpuscular_volume,586,41,0.277083855982214,0.0265783747246996,0.0375815488374768,0.9891226757259266,0.002451964348208779,20.481944116424856,0.0942179042501744,0.0211021121926795,0.028372997796586315,0.0011328123357906442,1.1632929096600388,0.05679602009689951
Mean_sphered_cell_volume,704,100,0.468039705560499,0.02327458113777315,0.033240471470013765,0.9999999999999997,0.0020208406394871216,20.077244767888317,0.108809343388029,0.0145915525471584,0.020231832019792763,6.043936977695687e-4,2.0231832019792764,0.10076996248086638
Mean_time_to_correctly_identify_matches,95,47,0.0411514527194741,0.0161583433737236,0.017901112615061405,0.9999108778353034,3.563422679564544e-4,0.8592534055229475,0.0621888586205084,0.0135423917180439,0.01685366809076857,3.8071125669056685e-4,0.7921224002661227,0.9218728668104976
Monocyte_count,367,27,0.523813136261492,0.025207590551171798,0.03611111404268735,0.9999999057275902,0.0029409405826893464,12.277778774513699,0.0809616209506286,0.0161826973560759,0.020180782070063928,5.863111464949608e-4,0.544881115891726,0.04437945380012826
Neutrophill_count,462,62,0.16886092094912,0.0216133096682758,0.027496110308961,0.9999999997862465,0.0011064369476662557,10.9984441235844,0.0624812677717027,0.0147773258111971,0.018949062210185264,4.704098986638451e-4,1.1748418570314865,0.1068189140055025
Phosphate,245,48,0.192075677321289,0.0219401366856055,0.03432895202807635,0.9999993090264219,0.002203684640976326,6.762803549531041,0.0633519859412446,0.015165320876201,0.022032629433223507,6.384511963493907e-4,1.0575662127947283,0.15637985120358316
Platelet_count,792,98,0.320493155380094,0.0242018054634674,0.034401752617331464,0.9999971660451001,0.0019942651547710964,23.874816316428035,0.0662797979038181,0.0188269379318677,0.02595069198300796,9.289893276019494e-4,2.5431678143347805,0.1065209374023477
Platelet_crit,434,44,0.177668935199222,0.02705618360091175,0.03662885337978459,0.9999948110505033,0.0020706880687177587,14.285252818115989,0.0599403257850534,0.01729363949350625,0.023718123543713946,7.563820580157486e-4,1.0435974359234137,0.07305418036424004
Pulse_rate_automated_reading,103,10,0.102181918891558,0.0293302933286498,0.036084105325782864,0.9983324429139853,0.0016923625980069135,3.355821795297806,0.0610513725475459,0.01591900475399685,0.02261811428709852,7.514327461806749e-4,0.2261811428709852,0.06739962866559582
Red_blood_cell_erythrocyte_count,394,35,0.146136643199675,0.0215669610594666,0.028301221104109715,0.9999996853406037,0.0011879922355513698,10.160138376375388,0.0650038919887746,0.0128084198627315,0.02014134375410273,6.456125033901037e-4,0.7049470313935956,0.06938360534860001
Red_blood_cell_erythrocyte_distribution_width,453,29,0.21397558796918,0.0256721447793411,0.035245731320204976,0.9996180655625884,0.0020259276329357223,14.94419007976691,0.053377472855078,0.0164724224609028,0.024187029893134405,7.47351071877412e-4,0.7014238669008978,0.04693622492466571
Reticulocyte_count,399,44,0.234188638080827,0.0245775236331301,0.03521027633736228,0.9999941787112032,0.0019310636907990074,12.499648099763611,0.0636412160069086,0.0167431323664971,0.025033571299759323,9.148515544295392e-4,1.1014771371894103,0.08812065174940734
Reticulocyte_percentage,370,39,0.231594522509519,0.0259628659545043,0.03738222128058152,0.9902643116839078,0.0021882662822398963,12.373515243872482,0.0691894475952079,0.022224110151039,0.02831769975138326,0.001054888180235828,1.104390290303947,0.08925436858784773
SHBG,461,82,0.285729371986597,0.0213266446009332,0.031055995641129264,0.999999999164275,0.0018481603387413175,11.77022234798799,0.0727459404822289,0.0146550526490279,0.021278428021322977,6.501839216576287e-4,1.7448310977484842,0.14824113310372142
Sitting_height,863,103,0.169451454472128,0.0184733968396239,0.023572534751483114,0.9999999999999992,7.913023381426024e-4,17.915126411127165,0.050039331752109,0.0129791750737499,0.015767382859146143,3.127054239065963e-4,1.624040434492053,0.09065191041484107
Speed_of_sound_through_heel_left,180,21,0.354519462501125,0.0380049890210521,0.04994671144343431,0.999912262250533,0.0038210353255297095,7.941527119506055,0.0835843634404948,0.0284504782932271,0.03396678029537674,0.001249508763070843,0.7133023862029115,0.08981929740577116
Speed_of_sound_through_heel,483,79,0.323547556332864,0.027924231387133153,0.03781155125835557,0.9999999994256971,0.002225009779372882,15.275866708375652,0.115499268390879,0.0204887478295168,0.026990196806201676,0.0010215161317634325,2.132225547689932,0.13958131400301155
Speed_of_sound_through_heel_right,132,15,0.32488925793928,0.0425089639849222,0.055809431443176724,0.9991971008586844,0.0047065880922152106,6.529703478851677,0.0967494510416655,0.0249270091284199,0.03727064830151193,0.0019165474459483473,0.559059724522679,0.08561793446415367
Standing_height,1406,160,0.142728619032079,0.017768055380290748,0.023252562508931342,0.9999999999998079,8.144027018267181e-4,28.972692886128453,0.0718609434816962,0.0124260963289979,0.017020353307616493,3.964704585570456e-4,2.7232565292186393,0.09399390453355062
Systolic_blood_pressure_automated_reading,340,42,0.0738538182369867,0.0182576312378928,0.021690583274127657,0.9999999995863382,5.82914457728852e-4,6.4637938156900425,0.0453067441708039,0.013509965987163749,0.01608569798837521,2.9780622679865653e-4,0.6755993155117589,0.10452055476643252
Total_bilirubin,150,15,0.753916592212117,0.0221892038836721,0.045889241662580536,0.9998262571494005,0.008614510365846125,6.195047624448372,0.0572486135993337,0.0145052496558033,0.019213834774084528,5.378144024658513e-4,0.2882075216112679,0.04652224471590416
Total_protein,230,31,0.260997944882914,0.026669096960391,0.03731642135388367,0.999999962164278,0.002353612017628582,7.425967849422849,0.0646582465074748,0.0171660235351735,0.021305047617034237,6.025472348692933e-4,0.6604564761280612,0.08893877397804682
Triglycerides,235,21,0.255704377870225,0.02473809118542595,0.03895544458103659,0.9835897284168135,0.002972558393187107,8.336465140341831,0.0514022274383552,0.0223544729333096,0.024982414600149695,8.143599954282689e-4,0.5246307066031436,0.06293203387420768
Trunk_fat_free_mass,545,54,0.130650832950843,0.0142600663168419,0.01766559454196643,0.9999993155786426,4.4924843676143417e-4,8.673806920105518,0.0363623031972983,0.01030729782920725,0.013523075489532351,2.3145602907645704e-4,0.7302460764347469,0.08418980076004083
Trunk_fat_mass,310,42,0.216269082711783,0.0195407758313673,0.023818692022531326,0.9966695632044154,8.362667564471216e-4,6.383409462038395,0.0464764611018196,0.0162579684434491,0.020516790124516886,4.932164069504406e-4,0.8617051852297092,0.13499136947961715
Trunk_fat_percentage,146,20,0.0835972530279229,0.020432321737392498,0.023250651452127926,0.9999928699667967,6.679009637414505e-4,2.9295820829681185,0.0426652919747984,0.01255290793804135,0.016060404092283397,3.386984428008343e-4,0.3212080818456679,0.10964297048138504
Trunk_predicted_mass,545,58,0.129566141667297,0.0142064831322852,0.017636291045430758,0.9999999996730898,4.467444822740056e-4,8.58887373912478,0.0367117345871487,0.01009665455260235,0.01247125754683075,1.9322905082895644e-4,0.7233329377161836,0.0842174375461121
Urate,368,40,0.344983422155864,0.0188166934578892,0.03067069692428571,0.9999921184902343,0.00243908206329726,10.059988591165713,0.039972094785498,0.01443260367953155,0.017099820791054064,3.5564829159527085e-4,0.6839928316421626,0.06799141226092625
Urea,182,16,0.135608167638823,0.022289594653637147,0.029603658516044,0.9922884254394436,0.0012739117571993904,4.914207313663304,0.0644461762673415,0.01794780450081165,0.022176454395849456,6.481497950810949e-4,0.3548232703335913,0.07220356156872992
Waist_circumference,199,22,0.166281996402805,0.0154123101484779,0.01927822239982035,0.8704532345265212,5.852067927468077e-4,3.4122453647682023,0.0517481727597137,0.0149568792878345,0.02090925138332822,6.568837807470764e-4,0.46000353043322084,0.13480962863421442
Weight,432,56,0.185029408332811,0.0169721122922094,0.02145730030013131,0.9999413970391366,6.755478292425688e-4,8.067944912849372,0.0509942164918611,0.0138386406926318,0.018474295125439168,4.5224266161857785e-4,1.0345605270245934,0.12823098548639145
White_blood_cell_leukocyte_count,564,92,0.164871823892739,0.0204439360143817,0.026514370863610467,0.9999999926262496,0.0010076490253169317,12.51478304762414,0.0657225626428104,0.0153182042744116,0.020923189101710798,5.911253044558919e-4,1.9249333973573932,0.15381276607290692
Whole_body_fat_free_mass,697,86,0.117702360003305,0.0135540577660783,0.016586351019522175,0.9999985721193585,3.886020918526779e-4,10.13426047292805,0.0347849694085951,0.01049247292881875,0.01363659354401045,2.3637242539437767e-4,1.1727470447848987,0.11572102847738053
Whole_body_fat_mass,421,64,0.213603202900575,0.017048602679053,0.021013849850252068,0.9999612543835054,6.523736805889064e-4,7.5019443965399875,0.0595764648336151,0.014613904469958201,0.018692757461785486,4.532378350258923e-4,1.196336477554271,0.1594701872365303
Whole_body_water_mass,684,84,0.117545847014731,0.01386371904759685,0.016917099756218662,0.9999999997479517,4.0340773876403047e-4,10.150259853731198,0.033526479299974,0.009840889965634734,0.013025869367330065,2.2017965367253614e-4,1.0941730268557255,0.10779753844957098
