covar,gPC_1,gPC_2,gPC_3,gPC_4,gPC_5,gPC_6,gPC_7,gPC_8,gPC_9,gPC_10,gPC_11,gPC_12,gPC_13,gPC_14,gPC_15,gPC_16,gPC_17,gPC_18,gPC_19,gPC_20,gPC_21,gPC_22,gPC_23,gPC_24,gPC_25,gPC_26,gPC_27,gPC_28,gPC_29,gPC_30,gPC_31,gPC_32,gPC_33,gPC_34,gPC_35,gPC_36,gPC_37,gPC_38,gPC_39,gPC_40
Alcohol_intake_frequency_-3.0,0.0327716022161814,-0.0187214291308721,0.023109672965106,0.00454822133492048,0.00692719204035056,0.00580093976102196,0.00652231652405404,0.00570141863022486,0.0028357091118675,0.00721999867474237,0.00544479790150633,0.00640754626092158,0.00248233570699128,-0.00114541106796804,0.0045984428584104,-0.00152497879463096,-0.00343996219806368,-0.00046318560357159,-0.00108779657244838,-0.00017413546860414,0.00133050546872045,0.00033310536881655,-0.00303965141831878,-0.00305498121264803,0.00125123634712422,0.00052745032720503,-0.00065414992695797,0.00375893691378616,-0.0013717854146576,0.00036037645963199,0.00115564652496644,-0.001157774765616,-0.00184588677131292,-0.00012081908828757,0.00067295369469813,-0.0017684494428076,0.00096541285208871,0.0002487000137352,0.00024951740953248,0.00109939123337023
Alcohol_intake_frequency_1.0,-0.0678179537436658,0.0361066697154415,-0.0240486265268045,0.00962610698194512,-0.0157985329363582,-0.0118574995678312,-0.00431634280929582,-0.0128389961737454,0.00028470098635736,-0.00284838980364967,-0.00436508125810222,0.00079265515471038,-0.00532302602150327,-0.001427390865673,0.00214781496562461,0.0105188765437958,0.00045804387406482,-7.52985505676784e-05,0.00131156440299123,-0.00545363782074557,-0.00559374695642214,0.00162609462519578,0.00345519233959239,-0.00017123142833509,-0.00285809628188646,0.00155322686820623,0.00381716779361546,0.00242469297067468,0.00072397716900251,0.00679226172078413,0.00201769395347713,0.00589085950463983,0.00299196506554171,-0.00503728753963305,-0.00299064547809209,0.00163786897586746,-0.00115345700378499,0.0003068526909936,0.00197202895913332,-0.00224173776747653
Alcohol_intake_frequency_2.0,-0.0669552428204887,0.0401846783556248,-0.0247441367893178,0.0212447412685359,0.00873163881365145,-0.0141625912837377,-0.00576004006750878,-0.0128881488699847,0.00757624667208573,0.00165824393858255,0.00555622018468503,-0.000765759751971,-0.0050960660000132,0.00643073670548235,0.00064489826055798,0.0085395728505297,-0.000288372472979,0.00459095479048072,0.00034089479885221,-0.00031362339332187,0.00129659129757774,-0.00225912818937225,-0.00196221977984409,0.0037919962405735,-0.00457086996785307,-0.0015044363210745,0.00168853163442347,0.00337958315425167,-0.00370133402115717,0.00709326421554663,0.00188924092662477,0.00243200862482422,0.00382395917632286,-0.00332401659370564,-0.00314083483973331,0.00026654722533961,0.00411428862968198,-0.00200355449630034,-0.00121596572167301,-0.00246285745133464
Alcohol_intake_frequency_3.0,-0.0414767947833586,0.0335127426114504,-0.0185402548851512,0.0119964609852299,0.0149544792915096,-0.00910208672271328,-0.00690330316761712,-0.012097059506285,0.00634668804342088,-0.00096440206525505,0.00609413640879888,-0.00659820984103688,-0.00292877858610294,0.00628423776583863,-0.00410593150738684,0.00036116107026146,-0.00012054782034285,0.00294055665364211,-0.00184158645029587,0.0116176430077494,0.00811350478547046,-0.00215580709935211,-0.00578218874168496,0.00483781318968,0.00571614248931837,-0.00094970345288449,0.00140757626554914,0.00232786369296864,0.00094905153551327,0.00222250203265999,0.00465600552121916,-0.00079356754492392,0.00763222780574204,-0.00364396903276834,0.00164702196115857,0.00025149405676415,-0.00298271636770158,-0.00137438715673663,-0.00295208557883881,0.00067655363619934
Alcohol_intake_frequency_4.0,-0.00422346085411153,0.0158846937041052,-0.00941330772536647,-0.0080618674827843,-0.00094305810553729,0.0003173574191628,-0.00932091555313724,-0.00443264621597015,-0.00090652702988319,-0.00392181921195,-0.00660180980817871,-0.0039846662590933,-0.00336229692867841,-0.00134881892139103,0.00086067170781314,-0.00593478853038883,-0.00050959193107479,-0.00142040759894319,-0.0012884318821164,0.00303964669670497,0.00564852756198316,0.00118051529571886,0.00095456063456123,0.00390655029782425,-3.94555654952331e-05,-0.00327372613537399,0.00041287846495824,0.00226250888671756,0.00239067728720626,0.00325120340501178,-0.00046705635510833,-0.00217190182606321,0.00156733204147374,-0.0028041349164828,0.00119805643774172,0.00074464278815196,-0.00195163247342905,0.00149511347331362,-0.00115836003619097,0.00081835047769397
Alcohol_intake_frequency_5.0,0.0803630185279896,-0.0326262377524719,-0.00892645060668692,-0.0167399573020522,-0.00027355170574631,0.0132451443007075,-0.00088391462586262,0.00424618069093734,-0.00394207434288563,-0.00599056591705503,-0.00405809716788612,-0.0211829282829523,0.00943945606773858,-0.00482763186532492,-0.0020983141412171,-0.0104306311296931,-0.00105880461174757,-0.00111341831867425,-0.00087130962677786,0.00699182956923213,0.00681004428214569,-0.00229452100948479,-0.00363976429003565,0.00425825322942488,0.00203924202799865,-0.00356948686338927,-0.00120863000810779,0.00026782056733981,0.00240851874668133,0.00046340668107708,0.00190649214106485,-0.00401690905662087,8.68659739802954e-05,-0.0024324011261214,0.00141048088247,0.00012125449187994,-0.00405943236354449,-0.00172491365047941,-0.00243690943712421,0.00143642146585822
Alcohol_intake_frequency_6.0,0.12040881955228,-0.110588117783972,0.108006132927245,0.00197638313290258,0.0141566820055658,0.00456706005424199,0.0386681305354128,0.028670171169073,0.00936013028699578,0.0350838811772143,0.0147493619390795,0.0405285108806904,0.0165211830047318,-0.0106125682386865,0.00805327945832698,-0.0104547978515799,0.00020597012076471,0.00734397415218637,-0.00608418617489939,-0.00083710444966145,-0.0026156210393256,0.00033818814378595,-0.00459138517989547,-0.0126163385775649,0.00795944008673734,0.00284010667815057,0.00165029105145282,0.0083155785412287,0.00463959440994754,-0.00096337791661101,0.00184822624560131,0.00472912043000643,0.0001183674239519,0.00363946332363313,-0.00179438631192644,-0.0042774273740555,0.00237948557754893,-0.00078877383439384,0.00282377243905941,0.00371248846864245
Alcohol_intake_versus_10_years_previously_-1.0,0.0474008679735666,-0.0203379791163616,0.00213434000961784,0.00062112258576006,0.00126797096590453,0.00622790994763314,-2.16944850833984e-05,0.00890878004231592,0.00185925667007292,0.00171556506416761,-1.41421808768866e-05,-0.00644221247072802,0.010988284424051,-0.00077028218295601,-6.11787586676318e-06,-0.00266044764046839,0.00213616257124489,-0.00106055171703981,-0.0034146985609007,0.00491666518830993,0.00125386867809649,0.00068714095837182,-2.48138921483583e-05,0.00015046269405482,0.00191131017565255,-0.00276417458055991,-0.00168721088491745,0.00183394170586504,-0.00130373232723591,0.00355496992720063,0.00092849953976826,-0.00094244720771259,-1.04352277521039e-05,0.00095542105238907,0.00206286511647635,-0.00184020937353116,0.00054227300921361,-0.00022811811608085,-0.00111935223493006,0.00187064109491043
Alcohol_intake_versus_10_years_previously_-3.0,0.0462564582453887,-0.0235149393056891,0.00548269904751489,0.00238724581004151,-0.00090561303727176,0.00650633369800687,0.00052312785167453,0.00419559172913233,-0.00176860766750455,-0.00334310674363749,0.00284911453705495,-0.00492826369437403,0.0191558781291421,-0.00132512108385878,-0.00152843506678696,-0.0021588219131652,5.37413556323885e-05,-0.00112979342723088,-0.00276559868312485,0.00089475522204304,0.00287289235493177,0.00062346989590539,-0.00156213538219699,0.00245354601622349,-0.00153285928169501,0.00087156625035604,0.00113526893370082,-0.00052938820611728,-0.00215587745426257,-0.00057586364026772,0.00111975174606181,-1.21167379314211e-05,-0.00102489771497344,0.00140818297965498,0.00204738219935596,0.00239326912255225,-0.00017465586041897,0.00036289319742439,-0.00158531654232074,-0.00063786381013028
Alcohol_intake_versus_10_years_previously_1.0,-0.0381588867980128,0.0195647814379148,-0.0226726004446636,0.0198546680109402,0.0134282999749585,-0.00511571426711844,-0.00617741399352728,-0.00418954824038701,0.00375668607545355,-0.00118577244702373,-0.00217494457807529,0.00109845166102374,-0.00353606931649707,0.00561363782184307,0.00074942507831299,0.00739930709085835,0.00128893194845879,-0.00184810765709981,0.00402782653139345,-0.00248942828509254,-0.00182949442378567,0.00110238906830645,-0.00042003911799719,0.00176210205998478,-0.00265452969403248,-0.00266973729487064,0.00348766249710622,0.00223986991524752,0.00114903818490589,0.00368964399039626,0.00087165463295369,0.00358910384475664,0.00122607868357221,-0.0043824809958903,-0.00328461588353141,0.00259549483186729,-0.0047650528190011,-0.00349111830069924,0.00083865075507716,-0.00108196893311613
