covar,gPC_1,gPC_2,gPC_3,gPC_4,gPC_5,gPC_6,gPC_7,gPC_8,gPC_9,gPC_10,gPC_11,gPC_12,gPC_13,gPC_14,gPC_15,gPC_16,gPC_17,gPC_18,gPC_19,gPC_20,gPC_21,gPC_22,gPC_23,gPC_24,gPC_25,gPC_26,gPC_27,gPC_28,gPC_29,gPC_30,gPC_31,gPC_32,gPC_33,gPC_34,gPC_35,gPC_36,gPC_37,gPC_38,gPC_39,gPC_40
Alcohol_intake_frequency_-3.0,0.0335273557752499,-0.0191876054282276,0.0233350653841541,0.00411247465709841,0.00663443122532692,0.00614831280092761,0.00652317345487896,0.00603372840323066,0.00255607711727067,0.00701424374589614,0.0052854220840438,0.00640789963794578,0.00249098213283757,-0.00116210749528984,0.0045582158647403,-0.00153764171970409,-0.0034119844539794,-0.00063032366805662,-0.00099070628507901,-0.00039714312610195,0.00113482286931209,0.00039279411894113,-0.0028810919138587,-0.0031705634083035,0.00116308592751301,0.00060144299906058,-0.00076768843727783,0.0035055961165614,-0.00144169927510809,6.56264268462875e-05,0.00097679412110011,-0.00124359341134704,-0.00211270531085853,0.00010565048774357,0.00072972973623602,-0.00177230943784038,0.00101323832985772,0.00031358168704297,0.00030172278040749,0.00110101679657381
Alcohol_intake_frequency_1.0,-0.0653722023512798,0.0338505326484844,-0.0238641104642868,0.00440516338468469,-0.0220089594910442,-0.00828731117609156,-0.00487799143481292,-0.00960391938180419,-0.00376946599530899,-0.00624366055921054,-0.0072517411623295,0.00083675810497203,-0.00585681822934684,-0.00183092851994164,0.00178052538476334,0.0116084261910494,0.00094942260901697,-0.00250817107966523,0.00288867355540893,-0.00934512269848277,-0.00911855720201839,0.00268507207475128,0.00619956072297985,-0.00184384807691808,-0.00449204414559488,0.00280955727383249,0.00263091060117811,-0.00099930645642387,-0.00019288382523722,0.00332115333359594,-0.00034902467913638,0.00536011103528695,-0.00050859052442111,-0.002349916217449,-0.00253005357816522,0.00179346760059744,-0.00060534307313626,0.00128395615518201,0.00296447367545144,-0.00249629312851491
Alcohol_intake_frequency_2.0,-0.0648326519633811,0.0386541455579444,-0.0248714107993588,0.0172997174045413,0.00527083093972092,-0.0107285860427736,-0.00661128376865868,-0.00951208807862005,0.00420225147712019,-0.00142011590454275,0.00376936627128399,-0.00092762371995738,-0.0056938666478005,0.00707520944501042,5.79246835579172e-05,0.00954511581843841,0.00014446280085638,0.0026043070922699,0.00192723289005272,-0.00386634741864381,-0.00161610805863296,-0.0016375732368331,0.00028963807814446,0.00253027029500618,-0.00660770538859807,-0.00055434640070099,0.00014279640046613,-0.00017461267887725,-0.00530490843276334,0.00343865678040823,-0.00067413798098446,0.00143106448918486,0.00017509695073474,-0.0002210908635405,-0.00269127170334127,0.00025968540211628,0.00543157651823323,-0.00126382199755846,-0.00056600043406656,-0.00279100876673172
Alcohol_intake_frequency_3.0,-0.0357730892947382,0.0311987925730412,-0.0179326634102332,0.00647550385722741,0.0123109684012462,-0.00473244331761336,-0.00806232469492472,-0.00846186381926296,0.00258970405507837,-0.00468599536310419,0.00431078121850025,-0.00771567992862412,-0.00327706321048625,0.00702036920523502,-0.00549386214299557,0.00021979295531081,0.00036994207879756,0.00058116896424501,-0.00047842744551467,0.00969902285730481,0.00608068077789184,-0.00149219550176436,-0.00398766655676799,0.00368402826901525,0.00512432504563772,0.00014801186836465,-0.00028634084666835,-0.00163723275680336,-7.09213148371381e-05,-0.00242585081011304,0.0023561056656809,-0.00236500990877521,0.00434909223558263,-0.00038467310007839,0.00286755601989607,0.00024438034523258,-0.00265944608470566,-0.00049649915360462,-0.00254227481069749,0.00080140389983166
Alcohol_intake_frequency_4.0,0.00294856862453668,0.0122290704909859,-0.00783319464186504,-0.0130253206200535,-0.00402975119684324,0.00383922532720168,-0.00991781539410376,-0.00135190954223872,-0.00383043562775679,-0.00630294933752699,-0.00866116800890497,-0.00426216469032254,-0.00349342003699927,-0.00159384822897298,0.00047460154150823,-0.00641467409539628,-0.00023420941449282,-0.00320750665225857,-0.00037018864403238,0.00095197431773513,0.00398827156270433,0.00185856691093284,0.0026477998471814,0.00298431572985769,-0.00094815582739826,-0.0027213772386786,-0.00071541051295041,-0.00020673220188373,0.00183150942646196,0.00044164996905764,-0.00232584359216637,-0.00317139759348399,-0.00104554048762879,-0.00066500552472638,0.00184539270303305,0.00076132735964364,-0.00158847303727788,0.0022457114114194,-0.00069801623889344,0.00087784153177502
Alcohol_intake_frequency_5.0,0.0930545342482054,-0.0394135569673259,-0.00729329660322223,-0.0223702267954421,-0.00338562427774607,0.0176617461456798,-0.0009717571848884,0.00793715055547577,-0.00712229034872567,-0.00855887291511356,-0.00600924736373312,-0.0225592491725314,0.0101110116299075,-0.00529968476458538,-0.00267879160832144,-0.0112127041215372,-0.00081286338245488,-0.00292142313265436,9.15010012731654e-05,0.00511302791896578,0.00519457632904645,-0.00182016976726041,-0.0021994604912228,0.00334329239815737,0.00124238420373005,-0.00302805295385698,-0.00246330498567401,-0.00237805227858491,0.00184142822716424,-0.00257909009943238,0.00015719642541572,-0.0051573986597344,-0.00267407314313208,-0.00022714493901532,0.00208672144461229,9.98052054935243e-05,-0.00382422113463987,-0.00115992644478029,-0.00204896761840505,0.00153731934644611
Alcohol_intake_frequency_6.0,0.131854429456085,-0.119237191340321,0.114464746880324,-0.00169089819731552,0.0122257434969941,0.00770209876404508,0.0403073128136008,0.0327163704927847,0.0073570737031897,0.0347979089844356,0.0139934362138222,0.0422441026135444,0.0172939032340956,-0.0112065217561587,0.0080324706567065,-0.0110055133253594,0.00047178323265806,0.0062335962857324,-0.00551040319539558,-0.00277918240419445,-0.00440862079852598,0.00086143360039872,-0.00341743195329705,-0.0141322704712846,0.00754203046434923,0.00359242064377648,0.00075390631740477,0.00648743966861512,0.00424867496010375,-0.00352727153562528,0.00039241435758197,0.00420496635725198,-0.00214813204006168,0.00573347213538639,-0.0013896499855561,-0.0044855628893574,0.00288595135453218,-0.00026922842161118,0.00339051423115359,0.00388062742259896
Alcohol_intake_versus_10_years_previously_-1.0,0.0492080889961948,-0.0214290997992943,0.00261898836586842,-0.00037084459253244,0.00059884621808292,0.00702561681299122,-2.87064910807526e-05,0.00968092770749716,0.00122764269467785,0.00124473842829439,-0.00038270525750976,-0.00646999548500622,0.0110383495124917,-0.00080891061537397,-0.00010351855863471,-0.00269524887730145,0.00221080210108877,-0.00144173543294987,-0.00320384684934909,0.00442708102910754,0.00081269614529668,0.00082399200707889,0.00033844104602932,-0.00010665229398635,0.00171584345428932,-0.00260583692804485,-0.00194867055266379,0.00126050675350139,-0.00146422359143693,0.00289796327119327,0.0005246863175796,-0.00113813743156423,-0.00061213981800556,0.00147148075164093,0.00219689679001497,-0.00185221362418552,0.00065094594320596,-8.22127134482601e-05,-0.00100490527483345,0.00187858995426438
Alcohol_intake_versus_10_years_previously_-3.0,0.0468819909658739,-0.0238975573265242,0.00565780809216815,0.00202911720689102,-0.00114931337891778,0.00679057970257775,0.00052082828722671,0.0044665153426404,-0.00199978573214077,-0.00351663127495036,0.00271708382241111,-0.00493311716059552,0.0191694589249236,-0.00133876067188424,-0.00156425373579409,-0.00216930853996929,7.83634659194773e-05,-0.00126686492383991,-0.00268669809322593,0.00071264758700486,0.00271321949245001,0.00067242473919071,-0.00143144629888045,0.00236143972730692,-0.00160627041179331,0.00093223647034458,0.00104310415445806,-0.00073896010990008,-0.00221331147681591,-0.00081761565265184,0.00097321061253637,-8.18080645415261e-05,-0.00124283107803008,0.00159425230389568,0.0020943606689207,0.00239194490349012,-0.00013604806497667,0.00041603572689754,-0.0015433403184641,-0.00063733158768608
Alcohol_intake_versus_10_years_previously_1.0,-0.0325680904972899,0.0157292259016315,-0.0220385057067652,0.0162191725550138,0.0109643016131545,-0.00138224986826083,-0.00673935185614751,-0.00055900430985372,0.00066181497446468,-0.00383688429529644,-0.00433360977771459,0.00114928775582734,-0.00374966223528045,0.00589629763912777,0.00029148182800262,0.00788535050690673,0.00176294380423053,-0.00402926845589761,0.00555580416115278,-0.00540499781109364,-0.00436877734455993,0.00191769603908534,0.00149037897349468,0.00053212767635605,-0.00395858357176575,-0.00200276228969973,0.00241139074638147,-0.00067181303092893,0.00040854509916314,0.00042472557560669,-0.00123261711555005,0.00286139275776833,-0.00189245268105814,-0.00200657522198158,-0.00287978726012693,0.00278204641483932,-0.00459669525744327,-0.00300239982273248,0.0015413835109298,-0.00116217879360055
Alcohol_intake_versus_10_years_previously_2.0,-0.0478683214987723,0.0217741920909597,-0.0248277384165307,-0.0366569823937713,-0.0445528163551766,-0.00610847662852416,-0.0127668976522118,-0.0178604090092336,-0.00853983964884144,-0.00755602473617278,-0.0195293757761378,-0.001902838599962,-0.00416925085487784,0.00555100637758136,-0.00322924307066416,0.0070305187059449,0.00246685928553297,-0.0105550517451404,0.00424550075484129,-0.0124897374397569,-0.00767391048414127,0.00153772820313302,0.00686905545677642,0.00036422619815478,-0.010787315285413,-0.0006963905984585,0.00055986492053554,-0.00216635826374675,-0.00022677041923023,0.00121276129277991,-0.00147147497423579,0.00442336376647091,-0.00441783291209884,-0.00061542775263962,0.00066306337815292,0.0011416427523339,-0.00071211715001336,-0.0007254199541372,0.00124007210229913,-0.00570495815239789
Alcohol_intake_versus_10_years_previously_3.0,-0.0189050630945708,0.0428999339801508,-0.0271531260565036,0.0247947162046727,0.0276617356279624,-0.00082770895967993,-0.00656253330201017,-0.0033471203834064,0.00341954545543375,-0.00996130234830763,0.0135770481146108,-0.0219938750177526,-0.00433054014180744,-0.00310165847963761,-0.00179938624978362,-0.0054975127143709,-0.00346230421159253,0.0101507195182085,-0.00406053422384798,0.01682213827841,0.0127717766926034,-0.00356954122865995,-0.00564455462617342,0.00714024089120128,0.00853211597735005,0.00073343045297103,-0.00208071936528881,-0.00167244538392324,-0.00210489674712289,0.00021213023148512,0.00202174689879894,-0.00802684202525274,0.00699159431222011,-0.00129405123275747,0.00169502818526265,-0.00051151286434535,0.0022167879537575,0.00307479589590236,-0.00416030201994058,0.00393005539509484
Average_16_hour_sound_level_of_noise_pollution,0.034808658718769,-0.0144403667578329,0.0155829748200873,-0.0129042616370295,0.0216905642135404,0.0120360289031899,0.00169236387667328,0.00750243787069148,0.00350399930922077,0.00041127782399642,0.0209964111073256,-0.0113039483987023,-0.00063563993113524,0.00223736572265876,-0.00147352492447072,0.00677762210213895,-0.0018196380184789,-0.00233265353549295,-0.00262448655932378,0.00284161308772399,-2.19174170895247e-05,-0.00373138045129013,-0.0005377050119824,-0.00158831477244812,0.00182503577073556,0.00282426322828082,0.0009306452284115,0.00274320822291636,-0.00069382984109096,-4.57646889769731e-05,-0.00099152595421897,0.00518879593333567,-0.00146851833551876,0.00232802542817556,0.00023251070866795,-0.00183063852871507,0.00180083581504283,0.0036309222867767,0.00144980543093696,-0.00157235072541615
Average_24_hour_sound_level_of_noise_pollution,0.0348086049672596,-0.0144386928962434,0.0155840790724399,-0.0129036843375578,0.0216904735224925,0.0120364134140859,0.0016922872770862,0.00750249940060779,0.00350641210925192,0.00041075735226045,0.0209962883956469,-0.0113032479581117,-0.00063475418481326,0.00223849664809359,-0.00147373983115924,0.00677747261555441,-0.00181905011036689,-0.00233184477569666,-0.00262429247140413,0.00284044923827664,-2.1764583160429e-05,-0.00373230240666208,-0.00053761718649631,-0.00158836688801798,0.00182501313748096,0.00282420039999576,0.0009316645193827,0.00274341881352955,-0.00069407739207869,-4.589040591971e-05,-0.00099156381539639,0.00518832252631147,-0.00146825540046826,0.00232791912930108,0.00023333585889384,-0.00183115725465419,0.00180107438011396,0.00363085616313106,0.00145015265679809,-0.0015720856226876
Average_daytime_sound_level_of_noise_pollution,0.0348078209777488,-0.0144380100860826,0.0155851320097116,-0.0129063200635621,0.0216948341401433,0.012036778049355,0.0016912904960007,0.00750134135136579,0.00350536236093706,0.00040948966237391,0.0209951845946129,-0.0113030118256003,-0.0006371960128288,0.00224104265329041,-0.00147449982706225,0.00677649273447608,-0.00182042538252986,-0.00233194926594497,-0.00262638590868069,0.00284343464728078,-2.11957837240118e-05,-0.00373197241623155,-0.00053422493799102,-0.00158926890079552,0.00182472681793073,0.00282356722367106,0.00093241847813271,0.00274213919651179,-0.00069315189804409,-4.73546335126896e-05,-0.00099119347658793,0.00518823097357412,-0.0014694507952587,0.0023270060169264,0.00023380734218454,-0.00183040645866685,0.00180285340689235,0.00363008017524668,0.00145081895195554,-0.00157366391562247
Average_evening_sound_level_of_noise_pollution,0.0348075031577524,-0.0144373685240792,0.0155835196238473,-0.012903593466978,0.0216905701197223,0.0120375924121979,0.00169243597995418,0.00750240538039837,0.00350869778075776,0.00040728843655422,0.0209945058997247,-0.0113053647083333,-0.00063563346525352,0.00224007244870418,-0.00147451744369808,0.00677737316139764,-0.00181850066086582,-0.00233205990309825,-0.00262368269256151,0.00284075231349754,-2.20811238977242e-05,-0.00373212663087782,-0.00053744329241969,-0.00158951050563676,0.00182560055285732,0.00282391707666843,0.00093158562330051,0.00274089565620744,-0.00069425734516656,-4.58901954496862e-05,-0.00099204896697224,0.00519040461066084,-0.00146760789680738,0.00232869456920443,0.00023378386433509,-0.00183180902433856,0.00180169213546868,0.00363130296714479,0.0014501073463438,-0.001570689706834
Average_night_time_sound_level_of_noise_pollution,0.0348075513158331,-0.0144378254442504,0.0155851487412862,-0.0129058815705566,0.021695042540486,0.0120370429577695,0.00169171329199115,0.00750153257322647,0.00350524033069415,0.00040934284382896,0.0209954336888453,-0.0113030463607861,-0.00063720073733952,0.00224137058871277,-0.00147389307850309,0.00677653378035447,-0.00182041590510812,-0.00233173034496192,-0.00262683945742803,0.00284349316705245,-2.11871128527414e-05,-0.00373172857907405,-0.00053408004991552,-0.00158930618260962,0.00182451546670444,0.00282406937767651,0.00093291584466176,0.00274233705224609,-0.00069355654935048,-4.76257102244007e-05,-0.00099166615202194,0.00518817430755702,-0.00146962946206364,0.00232646488198995,0.00023407367945896,-0.0018303493575925,0.00180287629827866,0.00363046447890754,0.00145086822655019,-0.00157359720402442
Beef_intake_-1.0,0.0497530798026121,-0.0192522622824212,0.0186078739097332,0.00037790362210475,0.00524767993997175,0.00414779441309139,0.0105770115857696,0.0107898251152529,0.00128354159717396,0.00066834245674721,0.00875466296515023,0.00117197594170812,0.00685373138617434,-0.0032661690163003,0.00755646593944317,-0.00311188302698163,-0.00594610034798324,0.00291165746512841,-0.00335645441505196,0.00066609585527252,0.00048260115149591,-0.00196755351418716,-0.00306664278347992,0.00022101015891974,0.00051351124532832,0.00031620409182225,-0.00042948748631802,0.00070528460969189,-0.0004622053456097,-0.00169986607187485,-2.68477439830578e-05,-0.00099076852109169,0.00027802600061941,0.00047337334575753,0.0012257494737753,0.00105527869123114,0.00130204228903433,-0.00036925685123092,0.00216715642829902,-0.00041286948255421
Beef_intake_-3.0,0.0425699030401396,-0.0305011093189411,0.0331056014602114,0.0045835299505673,0.0006074021493975,0.00715067658673381,0.00834293823471886,0.00548718803050618,0.00261347223993932,0.0122682695825794,-0.0001521531784758,0.0049505032087662,-0.00014365094250206,-0.00084507351361163,0.00662268122407668,-0.00209974744093102,0.00353910914065839,-0.00138668390428366,-0.00258655181771691,0.00257757378067422,-0.00166699493301997,0.00086180935947048,0.00037750013475273,-0.00442075802589685,0.00111285605333782,0.00106982234997142,0.00027070965630299,0.0017964085175115,0.00062024376536499,0.0003240173295986,-0.00133228913108806,-0.00212769199103107,-0.00023336391287525,0.00206242601039637,-6.03858080275945e-05,-0.00160610558526303,0.00093843620846801,-0.00010317222296541,0.00072127303368653,0.00181094982330662
