METRIC,VAR_PP_CORS,MAX_ABS_PP_CORS,MEAN_ABS_PP_CORS,MEAN.DELTA.R2
PC1_ABS_COS_SIM,-0.2007285652229596,0.06441512298684608,-0.20253418859357156,0.406731914644274
PC1_ABS_PEARSON,-0.20111974513609238,0.06403266578798074,-0.2027260637699896,0.40792271217046466
RANK_PC1_COS_SIM,-0.17501505724726474,0.07026831001354429,-0.249689796032077,0.2187735647784971
RANK_PC1_PEARSON,-0.17501505724726474,0.07026831001354429,-0.249689796032077,0.2187735647784971
EVEN_COS_SIM,-0.12800881378090861,0.008172900995452568,-0.18369739869489884,-0.012597301571654757
EVEN_PEARSON,-0.12721021123237472,0.00849866088053692,-0.18309591670621425,-0.014440564403899646
