METRIC,VAR_PP_CORS,MAX_ABS_PP_CORS,MEAN_ABS_PP_CORS,MEAN.DELTA.R2
PC1_ABS_COS_SIM,0.017002835546003594,0.447932087527924,0.01601518877466835,5.592593624248414e-7
PC1_ABS_PEARSON,0.01678449208771056,0.4506378434269258,0.01591322852371115,5.144364284820005e-7
RANK_PC1_COS_SIM,0.03791814841328597,0.40767805786100175,0.00282695626967926,0.009152113849389746
RANK_PC1_PEARSON,0.03791814841328597,0.40767805786100175,0.00282695626967926,0.009152113849389746
EVEN_COS_SIM,0.13035071893473052,0.9233732133799292,0.029223456423438328,0.8821383702443819
EVEN_PEARSON,0.13278611849798322,0.9203288498870921,0.029765562891785245,0.8650457788440408
