PC1_ABS_COS_SIM,PC1_ABS_PEARSON,RANK_PC1_COS_SIM,RANK_PC1_PEARSON,EVEN_COS_SIM,EVEN_PEARSON,PERFORMANCE_METRIC
0.00277658038063903,0.0027952071754943214,3.4416167504759063e-4,3.4416167504759063e-4,0.08476117563606371,0.08739438428186923,MEAN_ABS_PP_CORS
2.626578456054968e-7,2.598973777471313e-7,4.432715075685539e-4,4.432715075685539e-4,0.8749889568427701,0.8875682128218043,MEAN.DELTA.R2
