METRIC,VAR_PP_CORS,MAX_ABS_PP_CORS,MEAN_ABS_PP_CORS,MEAN.DELTA.R2
PC1_ABS_COS_SIM,-0.21636173165619418,0.005753106934876913,-0.1504725251227693,0.47877507990749896
PC1_ABS_PEARSON,-0.19110616078567225,0.048116247194099085,-0.17847000741373473,0.4081608607190604
RANK_PC1_COS_SIM,-0.08218330354880274,0.03047035855324695,-0.020526508476634814,0.07131663730532159
RANK_PC1_PEARSON,-0.09975249001377885,0.029007323878553787,-0.1353901324259999,0.2184644033822319
EVEN_COS_SIM,0.06411066141874185,-0.09095332285017058,0.03942503412439287,-0.34750368541626697
EVEN_PEARSON,-0.030587915921299513,-0.011438074082141569,-0.08200377422426283,-0.12561997085521193
