PC1_ABS_COS_SIM,PC1_ABS_PEARSON,RANK_PC1_COS_SIM,RANK_PC1_PEARSON,EVEN_COS_SIM,EVEN_PEARSON,PERFORMANCE_METRIC
-0.13371719679780814,-0.19487135579434053,-0.22227504842038004,-0.27011468157217344,0.007354766899267949,-0.041953850764159424,MEAN_ABS_PP_CORS
0.30378012757395434,0.4077571813861895,0.13285030984798735,0.26371278951454696,-0.26496425360674686,-0.10692238537608631,MEAN.DELTA.R2
